"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.315309438E1	-1.027490020E0	1.744360030E-1	-2.067543983E0	2.315362128E0
2.316167938E1	-2.261479944E-1	-1.103089973E-1	-1.682312012E0	1.701024602E0
2.317026458E1	2.006080002E-1	-1.705749929E-1	-1.345368981E0	1.370896456E0
2.317884981E1	5.399619937E-1	-2.417130023E-1	-9.876099825E-1	1.151241768E0
2.318743478E1	7.364590168E-1	-2.741569877E-1	-5.090529919E-1	9.363059787E-1
2.319601993E1	5.806490183E-1	-7.621199638E-2	-1.564639956E-1	6.061703826E-1
2.320460520E1	4.671370089E-1	-2.678630054E-1	1.732950062E-1	5.656843059E-1
2.321319020E1	1.090930030E-1	-3.903590143E-1	-5.723600090E-2	4.093377617E-1
2.322177540E1	-3.752369881E-1	-7.144889832E-1	-6.951239705E-1	1.065126583E0
2.323036063E1	-5.041679740E-1	-9.606660008E-1	-1.131605983E0	1.567672355E0
2.323894563E1	-6.892729998E-1	-7.888579965E-1	-1.556975007E0	1.876583433E0
2.324753082E1	-7.074620128E-1	-9.234160185E-1	-2.436685085E0	2.700117377E0
2.325611597E1	-2.966809869E-1	-2.940840125E-1	-1.475962043E0	1.533939036E0
2.326470096E1	-1.209270000E0	7.728300244E-2	-1.871930003E0	2.229894287E0
2.327328610E1	-1.530437946E0	-1.845269948E-1	-2.614943027E0	3.035492968E0
2.328187132E1	-1.730227947E0	-5.002980232E-1	-2.198477983E0	2.842057759E0
2.329045631E1	-1.797505975E0	-8.027039766E-1	-1.261147022E0	2.337916426E0
2.329904154E1	-1.718811035E0	-1.131690025E0	-1.111165047E0	2.338743562E0
2.330762671E1	-1.325054049E0	-1.328739047E0	-9.644650221E-1	2.109859822E0
2.331621194E1	-5.257430077E-1	-1.632586956E0	-1.096276045E0	2.035575360E0
2.332479691E1	6.528100371E-2	-1.798020005E0	-8.400499821E-1	1.985653928E0
2.333338206E1	-2.435919940E-1	-1.139248013E0	-1.644590050E-1	1.176549982E0
2.334196710E1	-1.463879943E-1	-9.672369957E-1	-1.069160029E-1	9.840771730E-1
2.335055233E1	1.245199982E-2	-1.003371000E0	-1.039600000E-2	1.003502114E0
2.335913750E1	-2.212499976E-1	-6.861259937E-1	2.826749980E-1	7.743549543E-1
2.336772273E1	-5.805370212E-1	-3.692030013E-1	2.211479992E-1	7.226621110E-1
2.337630776E1	-3.727540076E-1	-3.738799989E-1	1.179563046E0	1.292323791E0
2.338489299E1	5.572000053E-3	-5.835250020E-1	3.352830887E0	3.403234848E0
2.339347792E1	7.814940214E-1	-1.252493024E0	5.430601120E0	5.627690486E0
2.340206315E1	9.376749992E-1	-1.624048948E0	6.763257027E0	7.018433942E0
2.341064829E1	9.032289982E-1	-1.889412045E0	6.485227108E0	6.814974038E0
2.341923352E1	4.730170071E-1	-1.194815040E0	4.160709858E0	4.354633692E0
2.342781852E1	-2.783400118E-1	-5.816910267E-1	1.928992033E0	2.033924255E0
2.343640368E1	1.422210038E-1	-1.033310056E0	7.008140087E-1	1.256621168E0
2.344498887E1	4.151430130E-1	-1.225445986E0	7.022699714E-2	1.295759783E0
2.345357387E1	1.638370007E-1	-1.093477964E0	-1.417720020E-1	1.114735808E0
2.346215903E1	4.847790003E-1	-1.351760030E0	-1.022176027E0	1.762699546E0
2.347074426E1	-5.199429989E-1	-1.084884048E0	-1.408764005E0	1.852546933E0
2.347932921E1	-6.908779740E-1	-1.506819963E0	-1.304327011E0	2.109286071E0
2.348791437E1	-5.361139774E-1	-1.895452976E0	-1.139410973E0	2.275613664E0
2.349649963E1	-7.401009798E-1	-1.707708001E0	-6.543089747E-1	1.972849795E0
2.350508463E1	-1.051941991E0	-1.865473986E0	4.578299820E-2	2.142118397E0
2.351366988E1	-1.130702972E0	-2.352251053E0	4.467479885E-1	2.647859134E0
2.352225503E1	-1.522482038E0	-2.731832027E0	7.560840249E-1	3.217533346E0
2.353084002E1	-2.019340992E0	-2.821234941E0	1.040933013E0	3.622243252E0
2.353942525E1	-2.511862993E0	-2.610274076E0	1.150151014E0	3.800767529E0
2.354801043E1	-2.811083078E0	-2.095144987E0	1.081282973E0	3.668922656E0
2.355659543E1	-2.939946890E0	-1.706925988E0	1.461287022E0	3.700303204E0
2.356518066E1	-3.050182104E0	-1.225224018E0	1.655820012E0	3.680560375E0
2.357376582E1	-3.092598915E0	-4.994769990E-1	2.076280117E0	3.758268810E0
2.358235105E1	-2.514411926E0	-1.209879965E-1	2.663115978E0	3.664572573E0
2.359093605E1	-1.580963016E0	-1.365250051E-1	3.081075907E0	3.465705105E0
2.359952127E1	-1.092674017E0	-1.590269953E-1	3.379776955E0	3.555575671E0
2.360810650E1	-6.719149947E-1	-3.348009884E-1	2.960647106E0	3.054339986E0
2.361669148E1	-2.669340074E-1	-4.802510142E-1	2.373291969E0	2.436064361E0
2.362527671E1	3.110849857E-1	-5.378289819E-1	1.711230993E0	1.820534371E0
2.363386183E1	1.234913945E0	-5.658529997E-1	5.000860095E-1	1.447510997E0
2.364244683E1	2.199934006E0	-3.939070106E-1	-7.088009715E-1	2.344626021E0
2.365103199E1	2.760649920E0	3.152000019E-3	-1.820911050E0	3.307100689E0
2.365961722E1	2.890959978E0	4.554620087E-1	-2.622571945E0	3.929755571E0
2.366820220E1	3.151227951E0	5.543990135E-1	-2.430757046E0	4.018230417E0
2.367678743E1	3.530430079E0	3.957369924E-1	-2.072299957E0	4.112781470E0
2.368537262E1	3.170396090E0	2.185129970E-1	-1.890534997E0	3.697740103E0
2.369395762E1	2.880824089E0	3.831120133E-1	-1.395360947E0	3.223810543E0
2.370254273E1	2.324763060E0	7.606480122E-1	-1.140746951E0	2.698965040E0
2.371112796E1	1.785151958E0	1.069993973E0	-1.036046028E0	2.324875478E0
2.371971300E1	1.675851941E0	1.128206968E0	-7.352570295E-1	2.149868273E0
2.372829823E1	1.958192945E0	9.409909844E-1	-2.630800009E-1	2.188422886E0
2.373688336E1	1.852656960E0	9.469869733E-1	3.576999903E-2	2.080961709E0
2.374546836E1	1.608538985E0	7.626299858E-1	1.068650037E-1	1.783373851E0
2.375405361E1	1.441387057E0	4.868799821E-2	1.751919985E-1	1.452810864E0
2.376263877E1	1.187275052E0	-5.048440099E-1	5.462399870E-2	1.291306821E0
2.377122376E1	5.657119751E-1	-4.118010104E-1	-1.737709939E-1	7.209760532E-1
2.377980899E1	8.146250248E-1	-1.244727969E0	-6.765689850E-1	1.634229861E0
2.378839414E1	5.620489717E-1	-1.479522943E0	-3.984810114E-1	1.632076684E0
2.379697914E1	-1.787610054E-1	-1.308696032E0	-6.825209856E-1	1.486766860E0
2.380556441E1	-6.088849902E-1	-1.049530029E0	-6.052049994E-1	1.355923045E0
2.381414956E1	-1.042606950E0	-7.090010047E-1	-1.262100041E-1	1.267138762E0
2.382273479E1	-1.037217021E0	-9.965100288E-1	5.625000000E-1	1.544427932E0
2.383131979E1	-1.110324979E0	-1.300801039E0	9.346770048E-1	1.948980760E0
2.383990495E1	-1.183532000E0	-1.530729055E0	1.010565996E0	2.182916184E0
2.384848995E1	-1.448734045E0	-1.619866967E0	1.125486016E0	2.447349198E0
2.385707518E1	-1.193696022E0	-2.321177959E0	1.662613988E0	3.094682954E0
2.386566030E1	-3.234396935E0	-1.761430055E-1	2.167363882E0	3.897411460E0
2.387424551E1	-3.413976908E0	-6.723889709E-1	1.640130997E0	3.846735621E0
2.388283051E1	-3.231616020E0	-8.747439981E-1	1.741793990E0	3.773905864E0
2.389141570E1	-2.853113890E0	-1.126065016E0	1.535511971E0	3.430171759E0
2.390000070E1	-2.284360886E0	-1.429759979E0	1.362926006E0	3.019947939E0
2.390858590E1	-1.588103056E0	-1.629011989E0	1.180861950E0	2.563237469E0
2.391717105E1	-1.256744027E0	-1.528633952E0	8.253419995E-1	2.144135426E0
2.392575630E1	-1.164278984E0	-1.252382040E0	6.996560097E-1	1.847572694E0
2.393434130E1	-3.898989856E-1	-2.122098923E0	5.801849961E-1	2.234264910E0
2.394292653E1	-1.227807045E0	-8.755090237E-1	4.912169874E-1	1.585976141E0
2.395151146E1	-2.112730026E0	1.183000044E-3	1.188619018E0	2.424137936E0
2.396009668E1	-2.776024103E0	3.070549965E-1	6.498789787E-1	2.867566090E0
2.396868184E1	-2.413683891E0	-5.051400065E-1	5.162749887E-1	2.519439663E0
2.397726708E1	-1.951516986E0	-1.269399047E0	4.099990129E-1	2.363872179E0
2.398585208E1	-1.790503979E0	-1.316583037E0	2.204789966E-1	2.233362125E0
2.399443730E1	-1.510283947E0	-1.212934971E0	-7.762499899E-2	1.938606325E0
2.400302245E1	-1.467026949E0	-9.407340288E-1	-3.326410055E-1	1.774203658E0
2.401160745E1	-1.357252955E0	-8.507080078E-1	-6.128550172E-1	1.715060049E0
2.402019268E1	-1.152884960E0	-8.282859921E-1	-9.786980152E-1	1.724253816E0
2.402877781E1	-9.872670174E-1	-4.925110042E-1	-1.318498969E0	1.719215747E0
2.403736304E1	-7.315319777E-1	-2.709909976E-1	-1.595679998E0	1.776167169E0
2.404594795E1	-1.504410058E-1	-2.629919946E-1	-1.871096969E0	1.895468584E0
2.405453318E1	4.503720105E-1	-1.321959943E-1	-2.394517899E0	2.440087436E0
2.406311817E1	1.324043036E0	-2.678579986E-1	-2.865645885E0	3.168085259E0
2.407170340E1	1.932700992E0	-4.221709967E-1	-3.193234921E0	3.756369355E0
2.408028855E1	1.659724951E0	-4.381699860E-1	-2.591532946E0	3.108492055E0
2.408887378E1	1.394983053E0	-6.060519814E-1	-1.972344041E0	2.490666123E0
2.409745878E1	1.169103026E0	-5.513920188E-1	-1.827576041E0	2.238497092E0
2.410604394E1	7.657570243E-1	-2.582510114E-1	-1.470890999E0	1.678272247E0
2.411462919E1	4.817360044E-1	-1.141479984E-1	-1.196395993E0	1.294782884E0
2.412321419E1	3.549549878E-1	4.682099819E-2	-1.128923059E0	1.184336321E0
2.413179939E1	5.319759846E-1	-1.497500017E-2	-8.347769976E-1	9.899875426E-1
2.414038431E1	7.468680143E-1	-3.671000013E-3	-5.399010181E-1	9.215847310E-1
2.414896958E1	9.982910156E-1	9.353599697E-2	-1.877399981E-1	1.020088350E0
2.415755473E1	1.336339951E0	-6.996499747E-2	-2.047341108E0	2.445875135E0
2.416613970E1	1.655094981E0	-1.753239930E-1	1.872940063E-1	1.674860276E0
2.417472493E1	1.864125013E0	2.586329877E-1	2.250277996E0	2.933531003E0
2.418331018E1	1.718500972E0	6.800000119E-5	3.096092939E0	3.541050280E0
2.419189510E1	1.052413940E0	3.162000095E-3	3.316940069E0	3.479896051E0
2.420048029E1	3.110809922E-1	2.360830009E-1	1.986909032E0	2.024923225E0
2.420906545E1	1.839690059E-1	3.594889939E-1	1.412304044E0	1.468904232E0
2.421765069E1	5.465980172E-1	9.666799754E-2	1.342020988E0	1.452285932E0
2.422623569E1	8.304150105E-1	-3.176620007E-1	1.872267962E0	2.072651817E0
2.423482096E1	5.251280069E-1	-5.507950187E-1	3.063899994E0	3.156995050E0
2.424340588E1	1.393589973E-1	-8.815140128E-1	3.560262918E0	3.670416861E0
2.425199114E1	-4.607760012E-1	-1.016044021E0	3.689832926E0	3.854805701E0
2.426057629E1	-1.331433058E0	-7.153229713E-1	3.883112907E0	4.166889342E0
2.426916151E1	-1.588541031E0	-8.233010173E-1	4.527917862E0	4.868606303E0
2.427774651E1	-1.419417024E0	-1.084326982E0	4.785882950E0	5.108344673E0
2.428633166E1	-1.709872007E0	-9.982460141E-1	4.724037170E0	5.122175766E0
2.429491689E1	-2.003247976E0	-6.968420148E-1	4.377131939E0	4.863936190E0
2.430350189E1	-1.907580972E0	-6.343029737E-1	3.979125977E0	4.458099255E0
2.431208712E1	-1.534333944E0	-9.834499955E-1	3.457943916E0	3.908801693E0
2.432067228E1	-1.235571980E0	-1.305240035E0	3.730215073E0	4.140627266E0
2.432925728E1	-9.344260097E-1	-1.597576976E0	4.211205006E0	4.599962148E0
2.433784242E1	-7.323459983E-1	-1.591161013E0	5.079256058E0	5.372798724E0
2.434642765E1	-9.023590088E-1	-1.719027042E0	4.997488976E0	5.361361936E0
2.435501266E1	-1.088624001E0	-1.353297949E0	4.992340088E0	5.285827949E0
2.436359789E1	-1.243839025E0	-1.118074059E0	4.181135178E0	4.503234004E0
2.437218302E1	-8.330399990E-1	-1.047592044E0	4.488637924E0	4.683937995E0
2.438076803E1	-3.877910078E-1	-1.664499998E0	5.410332203E0	5.673855537E0
2.438935325E1	-1.703290045E-1	-2.599601030E0	5.503405094E0	6.088875522E0
2.439793841E1	4.415909946E-1	-3.111133099E0	5.386292934E0	6.235888336E0
2.440652364E1	8.406100273E-1	-2.876197100E0	5.073771954E0	5.892562839E0
2.441510864E1	1.227218032E0	-2.329560041E0	4.857769966E0	5.525472209E0
2.442369375E1	1.700875044E0	-2.037091017E0	5.470026016E0	6.079794433E0
2.443227875E1	1.956846952E0	-2.036246061E0	5.773770809E0	6.427439410E0
2.444086398E1	1.814313054E0	-2.226613998E0	5.765919209E0	6.441689691E0
2.444944913E1	8.505979776E-1	-2.147511005E0	5.825715065E0	6.266919216E0
2.445803436E1	8.109170198E-1	-2.279367924E0	5.645547867E0	6.142093720E0
2.446661939E1	1.116132021E0	-3.033049107E0	5.572437763E0	6.441832053E0
2.447520455E1	6.276620030E-1	-3.311187983E0	5.999116898E0	6.880939543E0
2.448378954E1	2.415439934E-1	-3.944246054E0	6.307641983E0	7.443236381E0
2.449237476E1	-1.188490018E-1	-4.747573853E0	6.390957832E0	7.962281368E0
2.450095991E1	-3.672010005E-1	-5.769533157E0	6.430209160E0	8.646961274E0
2.450954490E1	-1.069289967E-1	-6.919633865E0	6.168499947E0	9.270553286E0
2.451813013E1	-3.034600057E-2	-7.603696823E0	5.790058136E0	9.557295615E0
2.452671531E1	-3.008869886E-1	-8.390657425E0	6.011952877E0	1.032653100E1
2.453530031E1	-3.868620098E-1	-1.091030979E1	7.124197006E0	1.303605404E1
2.454388546E1	-1.734990031E-1	-1.414367580E1	8.997501373E0	1.676391059E1
2.455247069E1	-5.286849737E-1	-1.684305954E1	1.029964828E1	1.974970676E1
2.456105568E1	-1.902634025E0	-1.934677505E1	9.925048828E0	2.182714630E1
2.456964091E1	-3.918116093E0	-2.241594887E1	9.059944153E0	2.449303953E1
2.457822608E1	-6.206842899E0	-2.583581161E1	8.739604950E0	2.797132023E1
2.458681131E1	-8.971341133E0	-2.876632118E1	7.735772133E0	3.110994000E1
2.459539631E1	-1.201693535E1	-3.073493576E1	6.457621098E0	3.362653538E1
2.460398146E1	-1.447764397E1	-3.203552628E1	4.971211910E0	3.550478935E1
2.461256665E1	-1.611598587E1	-3.205548859E1	2.719172001E0	3.598156814E1
2.462115165E1	-1.699939346E1	-3.025550842E1	-4.221499860E-1	3.470667628E1
2.462973682E1	-1.683823013E1	-2.673649979E1	-3.690382957E0	3.181171704E1
2.463832183E1	-1.622629166E1	-2.239207268E1	-8.019948959E0	2.879265603E1
2.464690706E1	-1.439413166E1	-1.668866348E1	-1.304885483E1	2.561201139E1
2.465549221E1	-1.268498898E1	-1.104653835E1	-1.850447464E1	2.500700975E1
2.466407746E1	-1.168148327E1	-6.191154957E0	-2.400363922E1	2.740368856E1
2.467266246E1	-1.220427704E1	-2.055454969E0	-2.702412987E1	2.972327149E1
2.468124761E1	-1.475074196E1	-3.661769927E-1	-2.739031029E1	3.111185580E1
2.468983284E1	-1.918098831E1	-1.222689971E-1	-2.533515358E1	3.177727599E1
2.469841784E1	-2.378561020E1	-1.994243979E0	-2.147774315E1	3.210958910E1
2.470700300E1	-2.713694000E1	-4.736203194E0	-1.601806641E1	3.186571174E1
2.471558821E1	-2.786274338E1	-8.394939423E0	-1.110039711E1	3.114524510E1
2.472417321E1	-2.592857742E1	-1.278470421E1	-8.378553391E0	3.009883629E1
2.473275833E1	-2.337794113E1	-1.683540344E1	-7.281182766E0	2.971488790E1
2.474134355E1	-2.167864037E1	-1.968156433E1	-6.441442966E0	2.998032038E1
2.474992855E1	-2.022014236E1	-2.135752869E1	-6.074108124E0	3.003153307E1
2.475851371E1	-1.903610802E1	-2.323207474E1	-7.267496109E0	3.090176702E1
2.476709895E1	-1.808970642E1	-2.564203072E1	-8.875628471E0	3.261177699E1
2.477568395E1	-1.764493561E1	-2.815953445E1	-9.043524742E0	3.443963521E1
2.478426916E1	-1.635095215E1	-2.911641693E1	-7.897774220E0	3.431463549E1
2.479285431E1	-1.572666454E1	-3.266690063E1	-4.898405075E0	3.658481580E1
2.480143930E1	-1.531106472E1	-3.485718536E1	-3.574954033E0	3.823914710E1
2.481002446E1	-1.451723766E1	-3.424962616E1	8.983699977E-2	3.719939720E1
2.481860973E1	-1.461096859E1	-3.226220322E1	4.410851955E0	3.569013553E1
2.482719473E1	-1.432907963E1	-2.992653656E1	7.945398808E0	3.411816929E1
2.483577990E1	-1.275014114E1	-2.769207001E1	1.155555725E1	3.260287938E1
2.484436513E1	-8.850068092E0	-2.546958542E1	1.975223732E1	3.342415842E1
2.485295011E1	1.346040070E-1	-2.419524193E1	2.860920906E1	3.746884964E1
2.486153526E1	7.939437866E0	-2.066241837E1	3.411839676E1	4.066983162E1
2.487012050E1	1.370622540E1	-1.982156181E1	3.768402100E1	4.473075414E1
2.487870550E1	1.593885422E1	-2.069772339E1	3.662181854E1	4.498444643E1
2.488729077E1	1.037725258E1	-1.879929352E1	3.471493530E1	4.081945052E1
2.489587592E1	3.559710026E0	-2.098883438E1	2.656537247E1	3.404293933E1
2.490446091E1	-3.550316095E0	-2.297528458E1	1.837737656E1	2.963437893E1
2.491304614E1	-1.093522263E1	-2.360987091E1	1.223041153E1	2.875044460E1
2.492163130E1	-1.624778557E1	-2.450672150E1	7.522627831E0	3.035061554E1
2.493021630E1	-1.966007614E1	-2.511132240E1	3.429141998E0	3.207578715E1
2.493880151E1	-2.600573540E1	-2.058634186E1	2.271451950E0	3.324537921E1
2.494738674E1	-3.082912445E1	-1.476239395E1	5.630206108E0	3.464191696E1
2.495597175E1	-2.510835457E1	-2.169301414E1	2.895272970E0	3.330764083E1
2.496455698E1	-2.139523888E1	-2.315417290E1	-2.507174015E0	3.162527297E1
2.497314215E1	-1.806022644E1	-2.137388802E1	-4.321658134E0	2.831415895E1
2.498172715E1	-1.466598701E1	-2.063794327E1	-4.907215118E0	2.578946757E1
2.499031234E1	-1.323278236E1	-1.867815781E1	-6.025987148E0	2.367050125E1
2.499889756E1	-1.361845779E1	-1.440326881E1	-6.170693874E0	2.076039518E1
2.500748256E1	-1.343827820E1	-1.116275883E1	-6.091877937E0	1.850149946E1
2.501606779E1	-1.513333511E1	-5.493651867E0	-6.819993019E0	1.748457455E1
2.502465294E1	-1.610739517E1	-1.069939971E0	-8.863329887E0	1.841606819E1
2.503323795E1	-1.483296776E1	6.470199674E-2	-1.216830158E1	1.918563740E1
2.504182307E1	-1.312700653E1	2.107665062E0	-1.623224640E1	2.098204889E1
2.505040830E1	-1.136538506E1	4.776462078E0	-1.853801918E1	2.226307981E1
2.505899331E1	-9.930292130E0	5.566420078E0	-1.787017059E1	2.118817433E1
2.506757857E1	-8.979630470E0	4.429556847E0	-1.605248260E1	1.891922131E1
2.507616372E1	-1.026666069E1	3.092063904E0	-1.369718075E1	1.739476764E1
2.508474895E1	-1.157579136E1	1.995640039E0	-1.120370865E1	1.623282515E1
2.509333399E1	-1.097201157E1	6.765789986E-1	-9.932086945E0	1.481516615E1
2.510191914E1	-9.547033310E0	-1.038452983E0	-1.024447632E1	1.404184905E1
2.511050417E1	-9.197072029E0	-2.793137074E0	-1.235200405E1	1.565119014E1
2.511908932E1	-9.859575272E0	-5.448544025E0	-1.459206200E1	1.843437360E1
2.512767455E1	-1.182871056E1	-8.926243782E0	-1.625453568E1	2.199559391E1
2.513625955E1	-1.415594387E1	-1.336561966E1	-1.691993332E1	2.579369456E1
2.514484476E1	-1.667934036E1	-1.931389236E1	-1.694117928E1	3.063054666E1
2.515342992E1	-1.948500252E1	-2.615104675E1	-1.544269753E1	3.608350698E1
2.516201493E1	-2.285841560E1	-3.255596542E1	-1.255771637E1	4.171443742E1
2.517060015E1	-2.646062279E1	-3.729133224E1	-8.318462372E0	4.647585217E1
2.517918526E1	-2.951989746E1	-4.095249176E1	-2.740529060E0	5.055730834E1
2.518777049E1	-3.143457222E1	-4.240145111E1	2.954706907E0	5.286535425E1
2.519635543E1	-3.101656151E1	-4.071367645E1	9.381020546E0	5.203493139E1
2.520494059E1	-2.930688477E1	-3.757856750E1	1.459305286E1	4.983973738E1
2.521352559E1	-2.502556419E1	-3.508095551E1	2.048760223E1	4.771471626E1
2.522211082E1	-1.930332184E1	-3.091987991E1	2.641327095E1	4.501464306E1
2.523069594E1	-1.276575279E1	-2.705217171E1	3.282294464E1	4.440867183E1
2.523928094E1	-3.319926023E0	-2.480728531E1	4.019517517E1	4.735055882E1
2.524786606E1	5.052728176E0	-2.308454895E1	4.319440079E1	4.923599011E1
2.525645129E1	1.128616333E1	-2.304221535E1	4.129456329E1	4.861648001E1
2.526503634E1	1.393875980E1	-2.283271408E1	3.544983673E1	4.441072822E1
2.527362157E1	1.024503517E1	-2.202074432E1	2.521973038E1	3.501297940E1
2.528220669E1	1.600252986E0	-1.928506470E1	1.486894035E1	2.440409632E1
2.529079169E1	-7.822828770E0	-1.741767883E1	7.120975018E0	2.037843152E1
2.529937692E1	-1.780506706E1	-1.518974209E1	3.823576927E0	2.371430830E1
2.530796208E1	-2.397074509E1	-1.527402782E1	3.512737989E0	2.863969054E1
2.531654731E1	-2.742077255E1	-1.637542915E1	2.648821115E0	3.204792818E1
2.532513231E1	-2.760206223E1	-1.797159195E1	8.850960135E-1	3.294898103E1
2.533371744E1	-2.564282608E1	-1.881063080E1	-1.227257967E0	3.182609814E1
2.534230244E1	-2.311416245E1	-1.795688629E1	-2.999110937E0	2.942293217E1
2.535088767E1	-2.031558037E1	-1.598686886E1	-4.688286781E0	2.627323380E1
2.535947283E1	-1.740160751E1	-1.302336884E1	-6.968422890E0	2.282505197E1
2.536805781E1	-1.407929420E1	-8.986323357E0	-9.245603561E0	1.909088049E1
2.537664304E1	-1.098869324E1	-4.263697147E0	-1.194937134E1	1.678445614E1
2.538522820E1	-9.318070412E0	-4.798600078E-1	-1.420985699E1	1.699931579E1
2.539381343E1	-1.059766102E1	-8.187490106E-1	-1.819914818E1	2.107580991E1
2.540239843E1	-1.018450928E1	-3.692305088E0	-2.401339722E1	2.634389098E1
2.541098358E1	-8.846326828E0	-1.061993957E0	-2.795131493E1	2.933703011E1
2.541956858E1	-1.498464966E1	6.760488987E0	-2.022355270E1	2.606215687E1
2.542815380E1	-1.873841476E1	7.283646107E0	-1.772480583E1	2.680202288E1
2.543673895E1	-1.957770348E1	4.881395817E0	-1.756632423E1	2.675238766E1
2.544532417E1	-1.897551537E1	2.622339964E0	-1.573367023E1	2.478901429E1
2.545390917E1	-1.835896873E1	6.586970091E-1	-1.396876144E1	2.307838623E1
2.546249432E1	-1.716753769E1	-2.594547033E0	-1.353638744E1	2.201567191E1
2.547107955E1	-1.500469303E1	-7.260814190E0	-1.452216911E1	2.210777310E1
2.547966456E1	-1.426119709E1	-1.194086742E1	-1.653237343E1	2.488544612E1
2.548824983E1	-1.597667694E1	-1.718799019E1	-1.702957535E1	2.899461414E1
2.549683498E1	-1.897583389E1	-2.282743645E1	-1.589083290E1	3.367035338E1
2.550542000E1	-2.391501999E1	-2.776375961E1	-1.397416687E1	3.921774941E1
2.551400515E1	-3.076151848E1	-3.207826996E1	-1.076360226E1	4.572900126E1
2.552259042E1	-3.808220291E1	-3.550888062E1	-7.318960190E0	5.258043324E1
2.553117542E1	-4.251823425E1	-3.771398926E1	-2.390865088E0	5.688463295E1
2.553976058E1	-4.214665604E1	-3.565784836E1	4.876755238E0	5.542206696E1
2.554834558E1	-3.839098740E1	-3.260430527E1	1.116363335E1	5.159007021E1
2.555693081E1	-3.158144760E1	-3.096622658E1	1.820717049E1	4.783091133E1
2.556551596E1	-2.302487183E1	-2.883613777E1	2.637652397E1	4.535844553E1
2.557410119E1	-1.543344307E1	-2.239623070E1	4.074665451E1	4.899053141E1
2.558268619E1	-8.236919403E0	-1.811705399E1	4.848868561E1	5.241399735E1
2.559127134E1	-7.957680225E-1	-1.783468246E1	4.878252029E1	5.194654398E1
2.559985656E1	4.689024925E0	-1.925392914E1	4.165226364E1	4.612604263E1
2.560844160E1	4.274719238E0	-1.936047554E1	3.075804520E1	3.659451574E1
2.561702675E1	2.659250021E0	-2.171251678E1	1.672514343E1	2.753607486E1
2.562561172E1	-1.476160049E0	-2.169548035E1	7.790657043E0	2.309907472E1
2.563419694E1	-6.941121101E0	-1.989984894E1	3.075649023E0	2.129889121E1
2.564278216E1	-1.119472122E1	-1.982852745E1	-3.599129915E-1	2.277326989E1
2.565136734E1	-1.595495987E1	-1.942152214E1	-1.789327025E0	2.519837213E1
2.565995236E1	-1.999062347E1	-1.927374649E1	-2.466626883E0	2.787806627E1
2.566853759E1	-2.304411125E1	-1.967036629E1	-3.543713093E0	3.050429930E1
2.567712273E1	-2.513060570E1	-2.057873726E1	-4.494077206E0	3.279067703E1
2.568570773E1	-2.557925034E1	-2.188968277E1	-5.109289169E0	3.405232878E1
2.569429300E1	-2.493946075E1	-2.327942657E1	-5.618601799E0	3.457567195E1
2.570287816E1	-2.421531868E1	-2.422264862E1	-5.962593079E0	3.476594427E1
2.571146318E1	-2.328776169E1	-2.465635109E1	-6.185667992E0	3.447488915E1
2.572004833E1	-2.350439644E1	-2.287862968E1	-7.329436779E0	3.360965623E1
2.572863358E1	-2.235547829E1	-2.095610619E1	-1.008275509E1	3.225814232E1
2.573721858E1	-2.100626945E1	-1.840678406E1	-1.284223175E1	3.074078678E1
2.574580377E1	-2.283610535E1	-1.171609688E1	-1.780267525E1	3.123603495E1
2.575438892E1	-2.275094986E1	-3.795264959E0	-1.984425926E1	3.042703372E1
2.576297396E1	-1.861061478E1	-1.707479954E-1	-2.377298737E1	3.019170524E1
2.577155919E1	-1.195599556E1	-3.740629852E-1	-3.362498093E1	3.568928544E1
2.578014435E1	-3.600779057E0	2.688230038E0	-4.122113037E1	4.146533226E1
2.578872935E1	2.861991882E0	3.213697910E0	-4.115013885E1	4.137454265E1
2.579731455E1	5.230577946E0	1.043382049E0	-3.703287506E1	3.741498934E1
2.580589948E1	5.453335762E0	-2.213454008E0	-3.109095764E1	3.164310188E1
2.581448498E1	2.364962101E0	-5.907470226E0	-2.503335381E1	2.582944159E1
2.582306997E1	-1.767434001E0	-9.390965462E0	-1.904190063E1	2.130511758E1
2.583165512E1	-5.046566010E0	-1.217300987E1	-1.406912804E1	1.927667921E1
2.584024012E1	-7.524847031E0	-1.429181862E1	-1.087367725E1	1.947090802E1
2.584882533E1	-9.451095581E0	-1.548610115E1	-9.018568039E0	2.026023460E1
2.585741056E1	-1.157996178E1	-1.523058319E1	-6.009943962E0	2.005456570E1
2.586599550E1	-1.138337898E1	-1.506928825E1	-4.618871212E0	1.944218961E1
2.587458073E1	-1.239407730E1	-1.561948681E1	-4.554470062E0	2.045298799E1
2.588316590E1	-1.282449532E1	-1.665318489E1	-4.599730015E0	2.151636036E1
2.589175090E1	-1.290391636E1	-1.902631760E1	-4.882009983E0	2.350203906E1
2.590033606E1	-1.258991814E1	-2.206392670E1	-4.619228840E0	2.581976326E1
2.590892128E1	-1.239482403E1	-2.413660431E1	-3.197016954E0	2.732083907E1
2.591750623E1	-1.247125244E1	-2.477863693E1	-5.571920276E-1	2.774569243E1
2.592609146E1	-1.274681759E1	-2.541119766E1	1.545547009E0	2.847102107E1
