"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
6.034357981E0	1.444513798E1	-2.297690201E1	4.040363693E1	4.867292794E1
6.042943120E0	2.055455399E1	-2.251681709E1	3.438380051E1	4.595369929E1
6.051528149E0	1.987479401E1	-2.340230942E1	2.982870865E1	4.280686140E1
6.060113303E0	1.254631329E1	-2.503390884E1	2.369713211E1	3.668324739E1
6.068698295E0	2.504899979E0	-2.590613937E1	1.679509735E1	3.097543989E1
6.077283523E0	-8.584481239E0	-2.585514641E1	1.294958496E1	3.016411220E1
6.085868459E0	-1.847757912E1	-2.564335632E1	1.087214470E1	3.342463439E1
6.094453687E0	-2.595197105E1	-2.598326683E1	9.083030701E0	3.783036351E1
6.103038836E0	-3.026571846E1	-2.695442200E1	7.440262794E0	4.120572884E1
6.111623836E0	-3.195973015E1	-2.830636597E1	6.187790871E0	4.313888572E1
6.120209026E0	-3.209733582E1	-2.892904282E1	5.624208927E0	4.357476576E1
6.128794026E0	-3.094458008E1	-2.884263802E1	4.529779911E0	4.254390332E1
6.137379269E0	-2.869872093E1	-2.774374580E1	1.909541011E0	3.996221167E1
6.145964423E0	-2.479944229E1	-2.510041618E1	-2.856066942E0	3.540056990E1
6.154549423E0	-2.054169464E1	-1.986436844E1	-9.421775818E0	3.008860601E1
6.163134577E0	-1.826249123E1	-1.226979446E1	-1.630200577E1	2.738287483E1
6.171719593E0	-2.633268166E1	1.509989977E0	-2.021811295E1	3.323345128E1
6.180304747E0	-3.770204163E1	1.349812126E1	-1.503877926E1	4.277625629E1
6.188889951E0	-3.887233353E1	8.970744133E0	-2.287576294E1	4.598731449E1
6.197474951E0	-2.410239029E1	-1.959864020E0	-4.732411575E1	5.314450316E1
6.206060124E0	-2.431119537E1	6.792763233E0	-3.516116333E1	4.328375284E1
6.214645355E0	-2.619247055E1	3.299437046E0	-2.453244972E1	3.603849175E1
6.223230351E0	-2.563662338E1	-8.996912956E0	-2.290140915E1	3.553386332E1
6.231815505E0	-2.508079910E1	-1.812689400E1	-1.849090958E1	3.604919564E1
6.240400454E0	-2.460688782E1	-2.521091843E1	-1.468051147E1	3.816551785E1
6.248985627E0	-2.393998146E1	-3.157731247E1	-1.237172985E1	4.151275797E1
6.257570627E0	-2.309827423E1	-3.762770844E1	-1.042111683E1	4.536490263E1
6.266155781E0	-2.256104088E1	-4.272901535E1	-8.130162239E0	4.899866178E1
6.274741009E0	-2.444966888E1	-4.536028290E1	-5.331008911E0	5.180503093E1
6.283325999E0	-2.634829521E1	-4.672664261E1	-9.528139830E-1	5.365183729E1
6.291911155E0	-2.958642769E1	-4.615923691E1	7.090429783E0	5.528386790E1
6.300496189E0	-3.182442665E1	-4.146772003E1	1.777125931E1	5.521035767E1
6.309081418E0	-3.106959915E1	-3.344549942E1	2.515307045E1	5.212099746E1
6.317666548E0	-2.733129311E1	-2.817827797E1	2.912449074E1	4.887996413E1
6.326251548E0	-2.129896164E1	-2.526658821E1	3.165753937E1	4.576293310E1
6.334836711E0	-1.441396236E1	-2.229888916E1	3.402833176E1	4.316167433E1
6.343421713E0	-7.483829021E0	-2.092277145E1	3.361279297E1	4.029379497E1
6.352006834E0	1.260665059E0	-2.139596939E1	3.214112091E1	3.863196133E1
6.360592063E0	8.547922134E0	-2.232179260E1	2.990598679E1	3.828442821E1
6.369177069E0	1.221893024E1	-2.309659576E1	2.711321831E1	3.765476861E1
6.377762222E0	1.087195683E1	-2.365018845E1	2.212001991E1	3.415883692E1
6.386347221E0	5.195082188E0	-2.444713974E1	1.447196007E1	2.888060160E1
6.394932451E0	-4.594399929E0	-2.304034424E1	7.113767147E0	2.454733502E1
6.403517600E0	-1.470255280E1	-2.014933395E1	3.195734024E0	2.514703628E1
6.412102602E0	-2.211906242E1	-1.855016327E1	1.575531006E0	2.891096293E1
6.420687754E0	-2.689289665E1	-1.823308563E1	1.416221023E0	3.252197694E1
6.429272756E0	-2.960461426E1	-1.847657394E1	2.091037035E0	3.495982560E1
6.437857990E0	-3.070024872E1	-1.862311172E1	2.250844955E0	3.597765785E1
6.446443144E0	-2.961914444E1	-1.904243851E1	1.256199956E0	3.523473031E1
6.455028178E0	-2.692082024E1	-1.902394295E1	-1.493721962E0	3.299806317E1
6.463613334E0	-2.239757538E1	-1.849111557E1	-5.378584862E0	2.953814336E1
6.472198538E0	-1.807285118E1	-1.597367477E1	-9.041767120E0	2.575926607E1
6.480783462E0	-1.504879761E1	-1.147504616E1	-1.252423573E1	2.269359985E1
6.489368697E0	-1.250191689E1	-7.374798775E0	-1.683197784E1	2.222613464E1
6.497953697E0	-1.247488403E1	1.377761960E0	-2.135508347E1	2.477015441E1
6.506538838E0	-1.774340439E1	1.053835869E1	-2.079255676E1	2.929532078E1
6.515124067E0	-3.211648560E1	1.654994965E1	-1.933724785E1	4.097924639E1
6.523709082E0	-1.677776337E1	2.727583885E0	-4.934632874E1	5.219188842E1
6.532294236E0	-1.168418884E1	1.257700007E-2	-4.083070374E1	4.246959847E1
6.540879252E0	-1.818324280E1	-1.283867955E0	-3.041581345E1	3.545984127E1
6.549464406E0	-2.111087036E1	-9.067930222E0	-2.739710426E1	3.575608379E1
6.558049396E0	-2.372415161E1	-1.916180801E1	-2.291539764E1	3.814610996E1
6.566634625E0	-2.598224831E1	-2.714104462E1	-1.798934174E1	4.165729163E1
6.575219773E0	-2.763704681E1	-3.330282593E1	-1.250172615E1	4.504639528E1
6.583804775E0	-2.926406670E1	-3.711314392E1	-8.612397194E0	4.804107031E1
6.592389973E0	-3.304182434E1	-3.713010406E1	-4.682157040E0	4.992323485E1
6.600975202E0	-3.545623016E1	-3.489559937E1	1.819469929E-1	4.974816798E1
6.609560178E0	-3.788438797E1	-3.399264526E1	3.244771004E0	5.100250310E1
6.618145334E0	-3.843340683E1	-3.290131378E1	8.156820297E0	5.124604303E1
6.626730563E0	-3.695682526E1	-3.145812416E1	1.392485046E1	5.049081074E1
6.635315563E0	-3.415440369E1	-2.689028740E1	1.981201172E1	4.777160931E1
6.643900697E0	-3.014931488E1	-2.123928833E1	2.623061371E1	4.525631063E1
6.652485659E0	-2.503961945E1	-1.656447220E1	2.842097473E1	4.134145723E1
6.661070813E0	-1.779627991E1	-1.419971371E1	2.900153542E1	3.687042859E1
6.669655776E0	-8.504567146E0	-1.581513691E1	2.445509338E1	3.033970682E1
6.678241004E0	3.210887909E0	-2.008776665E1	1.780063438E1	2.703129214E1
6.686826145E0	1.193348789E1	-2.275638962E1	1.304448986E1	2.881701090E1
6.695411147E0	1.577383614E1	-2.180666924E1	1.310052681E1	2.993273346E1
6.703996376E0	1.293271828E1	-1.613600540E1	1.640468979E1	2.639582769E1
6.712581301E0	2.148477077E0	-9.714430809E0	1.580224037E1	1.867342819E1
6.721166532E0	-7.113735199E0	-7.573281765E0	8.373844147E0	1.334470273E1
6.729751684E0	-1.505023575E1	-7.209187031E0	4.108448029E0	1.718607922E1
6.738336699E0	-2.039566422E1	-7.401772022E0	1.684165955E0	2.176248522E1
6.746921928E0	-2.335665894E1	-7.131962776E0	3.275579929E0	2.463996415E1
6.755507081E0	-2.443578529E1	-6.596310139E0	5.093872070E0	2.581794808E1
6.764092081E0	-2.341769409E1	-7.368967056E0	5.255066872E0	2.510589174E1
6.772677242E0	-2.092035675E1	-8.913548470E0	4.764393806E0	2.323385722E1
6.781262471E0	-1.774490166E1	-9.689394951E0	3.550486088E0	2.052734422E1
6.789847376E0	-1.415874577E1	-9.483972549E0	9.707800150E-1	1.706921881E1
6.798432607E0	-1.036351585E1	-8.734199524E0	-1.458220959E0	1.363140164E1
6.807017621E0	-4.981819153E0	-1.077364635E1	-6.829689026E0	1.369432839E1
6.815602777E0	-1.966246963E0	-1.011476135E1	-1.262917614E1	1.629940534E1
6.824187977E0	-7.607750297E-1	-7.352961063E0	-1.596739674E1	1.759552709E1
6.832772977E0	-2.730611086E0	-1.195042014E0	-1.744874191E1	1.770149589E1
6.841358102E0	-4.562794209E0	3.759197950E0	-1.738318253E1	1.836098295E1
6.849943109E0	-1.871700478E1	1.292386436E1	-1.775739938E-1	2.274607813E1
6.858528262E0	-3.222212601E1	1.506369781E1	-2.447616005E1	4.317710976E1
6.867113267E0	-1.411720085E1	4.655008793E0	-4.178418732E1	4.434955216E1
6.875698496E0	-1.202380371E1	4.667930007E-1	-2.676433563E1	2.934483623E1
6.884283664E0	-1.548793125E1	-2.783682108E0	-1.888504791E1	2.458190260E1
6.892868666E0	-1.658384705E1	-8.942964554E0	-2.099756622E1	2.821167108E1
6.901453895E0	-1.896613121E1	-1.683591652E1	-1.761045837E1	3.087540222E1
6.910039049E0	-2.216313934E1	-2.327969742E1	-1.150550461E1	3.413979633E1
6.918624075E0	-2.375539970E1	-2.803209877E1	-7.233720779E0	3.744922286E1
6.927209229E0	-2.590990257E1	-2.944460869E1	-4.320345879E0	3.945850251E1
6.935794492E0	-3.031752396E1	-2.557822990E1	8.552010059E-1	3.967530054E1
6.944379492E0	-3.547899628E1	-1.797395515E1	7.481303215E0	4.046964465E1
6.952964659E0	-3.595018387E1	-1.838667107E1	7.777732849E0	4.112150923E1
6.961549659E0	-3.254471207E1	-2.114025116E1	7.496292114E0	3.952547151E1
6.970134776E0	-2.935550117E1	-2.070399094E1	1.018275070E1	3.733750262E1
6.978720005E0	-2.526651001E1	-1.724361801E1	1.673324013E1	3.486746643E1
6.987304981E0	-1.897752190E1	-1.376151657E1	2.572093010E1	3.480074598E1
6.995890137E0	-9.117591858E0	-1.207517529E1	3.508245468E1	3.820626867E1
7.004475337E0	2.152852058E0	-1.344290924E1	4.011613846E1	4.236332312E1
7.013060337E0	1.086399460E1	-1.716977692E1	4.011220551E1	4.496461552E1
7.021645462E0	9.054383278E0	-1.964949226E1	3.478289032E1	4.096259100E1
7.030230462E0	-6.106493950E0	-1.715023422E1	2.515339661E1	3.105017171E1
7.038815623E0	-1.916565514E1	-1.657022667E1	1.404022408E1	2.896588754E1
7.047400618E0	-2.878356552E1	-1.744993591E1	9.450992584E0	3.496162422E1
7.055985846E0	-3.448554611E1	-1.867758179E1	8.097953796E0	4.004599615E1
7.064570991E0	-3.700116730E1	-2.074692535E1	6.638512135E0	4.293706017E1
7.073155993E0	-3.746939850E1	-2.330847168E1	3.659049988E0	4.427899415E1
7.081741255E0	-3.648809052E1	-2.432642937E1	1.156368017E0	4.386904492E1
7.090326180E0	-3.292950058E1	-2.375948715E1	-2.149188042E0	4.066305753E1
7.098911407E0	-2.734664154E1	-2.178573227E1	-7.913701057E0	3.584806269E1
7.107496559E0	-2.070645714E1	-1.692168427E1	-1.450470448E1	3.042182140E1
7.116081541E0	-1.484401608E1	-8.824243546E0	-1.619216347E1	2.367273210E1
7.124666770E0	-1.565134430E1	4.055467129E0	-1.342610741E1	2.101598801E1
7.133251943E0	-1.791331863E1	1.239154530E1	-2.082068634E1	3.013201551E1
7.141836945E0	-4.136023045E0	4.736249924E0	-4.545335388E1	4.588623028E1
7.150422084E0	-9.717879891E-1	2.286782980E0	-5.255017090E1	5.260887957E1
7.159007313E0	-9.878608704E0	2.619684935E0	-4.681976318E1	4.792222745E1
7.167592318E0	-2.537850952E1	1.440750003E0	-3.707352066E1	4.495097819E1
7.176177474E0	-3.391860962E1	-5.629808903E0	-2.827999306E1	4.451881438E1
7.184762455E0	-3.608905411E1	-1.497279739E1	-2.133508110E1	4.451730196E1
7.193347609E0	-3.467588806E1	-2.433646584E1	-1.840752411E1	4.619001760E1
7.201932814E0	-3.216073608E1	-3.236911011E1	-1.615477753E1	4.840505213E1
7.210517814E0	-3.388498306E1	-3.755289078E1	-1.156215382E1	5.188540338E1
7.219102965E0	-3.366561890E1	-4.236339951E1	-9.157662392E0	5.488072789E1
7.227688193E0	-3.363307571E1	-4.506343079E1	-6.422558784E0	5.659634120E1
7.236273198E0	-3.608567047E1	-4.230597687E1	-3.152169883E-1	5.560639040E1
7.244858352E0	-3.617145920E1	-3.674813080E1	6.306510925E0	5.194777818E1
7.253443352E0	-3.331121445E1	-3.337502670E1	1.236895180E1	4.874956804E1
7.262028508E0	-2.858773804E1	-3.008649063E1	1.677057838E1	4.476279687E1
7.270613751E0	-2.406585312E1	-2.614365005E1	2.364212418E1	4.268027366E1
7.279198753E0	-2.031483459E1	-1.933297348E1	3.532769012E1	4.510545486E1
7.287783950E0	-1.105920887E1	-1.782630348E1	4.589421082E1	5.046148812E1
7.296369179E0	2.622489929E-1	-1.999529648E1	4.777776337E1	5.179377692E1
7.304954170E0	6.443308830E0	-2.395050049E1	4.380149460E1	5.033600730E1
7.313539323E0	1.551699936E-1	-2.423166084E1	3.891661072E1	4.584430231E1
7.322124330E0	-1.459650421E1	-2.460278893E1	2.549307632E1	3.831777784E1
7.330709483E0	-2.905323029E1	-2.724815369E1	1.529748154E1	4.266807953E1
7.339294707E0	-4.011359024E1	-3.211277771E1	8.580822945E0	5.209569211E1
7.347879707E0	-4.612793732E1	-3.727241898E1	3.461059093E0	5.940537642E1
7.356464859E0	-4.652890778E1	-4.387070465E1	-1.331030965E0	6.396365866E1
7.365049859E0	-4.464680862E1	-4.981502914E1	-6.469495773E0	6.720661444E1
7.373635112E0	-4.282686615E1	-5.334378433E1	-1.102169704E1	6.929053035E1
7.382220266E0	-4.231147385E1	-5.227143860E1	-1.600428963E1	6.912815200E1
7.390805263E0	-4.274231720E1	-4.749799347E1	-2.009620857E1	6.698374924E1
7.399390417E0	-4.161981201E1	-3.972010803E1	-2.517501259E1	6.279870216E1
7.407975673E0	-3.526079559E1	-2.947609520E1	-3.495194244E1	5.773908706E1
7.416560673E0	-2.598154640E1	-1.297792053E1	-4.346584702E1	5.227568298E1
7.425145829E0	-3.077240944E1	9.583789825E0	-3.798444748E1	4.981574511E1
7.433730829E0	-1.958209229E1	7.421327114E0	-6.756459808E1	7.073548861E1
7.442316077E0	-1.285971999E0	9.550899863E-1	-7.275253296E1	7.277016540E1
7.450901264E0	-4.478409886E-1	8.787199855E-2	-5.090089417E1	5.090294009E1
7.459486266E0	-6.645428181E0	-4.199250221E0	-3.776548004E1	3.857495173E1
7.468071420E0	-1.253574944E1	-1.038926315E1	-2.801065063E1	3.239873997E1
7.476656649E0	-1.709330750E1	-1.663972282E1	-2.208621407E1	3.250942000E1
7.485241673E0	-1.969237518E1	-2.251868820E1	-1.694045639E1	3.437819107E1
7.493826827E0	-1.994608688E1	-2.950307846E1	-1.260858727E1	3.777902187E1
7.502411848E0	-2.191168404E1	-3.234832001E1	-8.893287659E0	4.007026666E1
7.510997076E0	-2.573209763E1	-3.146638870E1	-5.987634182E0	4.108681333E1
7.519582259E0	-2.805177116E1	-3.173620224E1	-4.133514881E0	4.255789402E1
7.528167261E0	-2.690816116E1	-3.473395920E1	-3.564718962E0	4.408179080E1
7.536752403E0	-2.698809814E1	-3.653108978E1	-3.304769039E0	4.553898836E1
7.545337405E0	-2.735363388E1	-3.642186737E1	-1.485981941E0	4.557391635E1
7.553922615E0	-2.802168655E1	-3.324206543E1	2.284051895E0	4.353695814E1
7.562507769E0	-2.816027832E1	-2.913869667E1	6.402091026E0	4.102501296E1
7.571092766E0	-2.635319710E1	-2.460661316E1	1.036159039E1	3.751451671E1
7.579677920E0	-2.332356834E1	-1.979959679E1	1.278607941E1	3.315865950E1
7.588263134E0	-1.905161285E1	-1.818769836E1	1.360960484E1	2.964755754E1
7.596848134E0	-1.552638054E1	-1.615788460E1	1.670127487E1	2.794777826E1
7.605433290E0	-1.186113453E1	-1.368887806E1	2.067720795E1	2.748852166E1
7.614018519E0	-8.176598549E0	-1.201509285E1	2.371290970E1	2.781225101E1
7.622603519E0	-4.653520107E0	-1.173538208E1	2.409055519E1	2.719796484E1
7.631188673E0	-1.697116971E0	-1.216776276E1	2.335061264E1	2.638533243E1
7.639773687E0	1.115425944E0	-1.421175766E1	1.994679451E1	2.451719482E1
7.648358862E0	1.146473050E0	-1.497399902E1	1.704654694E1	2.271827039E1
7.656944091E0	-4.040608883E0	-1.369938946E1	1.366600609E1	1.976763805E1
7.665529043E0	-9.931899071E0	-1.277544022E1	1.077935314E1	1.944348081E1
7.674114199E0	-1.402377415E1	-1.268214226E1	6.527847767E0	2.000289404E1
7.682699437E0	-1.675163841E1	-1.298752022E1	2.146219015E0	2.130491321E1
7.691284437E0	-1.897176170E1	-1.359234333E1	-1.600556016E0	2.339318958E1
7.699869579E0	-2.054633141E1	-1.309151459E1	-4.805884838E0	2.483215692E1
7.708454579E0	-2.212197113E1	-1.104341030E1	-8.819206238E0	2.625103648E1
7.717039713E0	-2.340882874E1	-8.671690941E0	-1.332583237E1	2.829751393E1
7.725624713E0	-2.312587357E1	-6.321790218E0	-1.651062775E1	2.910965284E1
7.734209952E0	-2.180672264E1	-3.445970058E0	-1.887271118E1	2.904457074E1
7.742795108E0	-1.742134285E1	-1.973899961E0	-2.122275352E1	2.752825339E1
7.751380066E0	-1.282851219E1	1.123693943E0	-2.255070305E1	2.596858912E1
7.759965295E0	-7.728731155E0	5.059122086E0	-2.278833961E1	2.458935591E1
7.768550464E0	-4.514587879E0	1.046692085E1	-2.264166451E1	2.534921907E1
7.777135465E0	-1.856912017E0	1.310769844E1	-2.357610130E1	2.703872100E1
7.785720669E0	7.023899078E0	7.946239948E0	-3.012207413E1	3.193457746E1
7.794305823E0	1.413886261E1	3.296652079E0	-3.396412659E1	3.693693606E1
7.802890867E0	1.859298706E1	-2.419483900E0	-3.063134575E1	3.591423691E1
7.811476019E0	1.550456333E1	-8.909024239E0	-2.373653793E1	2.971843586E1
7.820061012E0	9.364517212E0	-1.428663826E1	-1.733371925E1	2.433639329E1
7.828646241E0	2.340393066E0	-1.813059998E1	-1.019581795E1	2.093205195E1
7.837231435E0	-5.066584110E0	-1.966206551E1	-4.751081944E0	2.085281454E1
7.845816435E0	-9.916093826E0	-1.971899796E1	-6.983169913E-1	2.208292199E1
7.854401678E0	-1.339513588E1	-1.890506363E1	1.524793983E0	2.321973498E1
7.862986831E0	-1.672837448E1	-1.765377808E1	2.220989943E0	2.442185885E1
7.871571849E0	-1.975575638E1	-1.529643631E1	3.098725080E0	2.517683401E1
7.880157001E0	-2.291643524E1	-1.093717003E1	5.778341770E0	2.604177271E1
7.888741993E0	-2.438630676E1	-1.215669727E1	5.449639797E0	2.778805175E1
7.897327222E0	-2.768664932E1	-1.569377899E1	8.202194214E0	3.286519800E1
7.905912371E0	-3.113160515E1	-1.590007973E1	1.413612080E1	3.770701905E1
7.914497373E0	-3.180677223E1	-1.565770912E1	1.880933762E1	4.013260266E1
7.923082484E0	-2.894739342E1	-1.774343872E1	2.080411148E1	3.981949595E1
7.931667713E0	-2.469270134E1	-2.127376366E1	1.783046341E1	3.715141915E1
7.940252708E0	-1.927411079E1	-2.745740509E1	1.283726692E1	3.591929653E1
7.948837864E0	-1.464422321E1	-3.296326828E1	1.008191776E1	3.745230827E1
7.957422869E0	-1.074182034E1	-3.801458359E1	1.021697330E1	4.080296329E1
7.966008097E0	-7.941855907E0	-3.991464615E1	1.121951485E1	4.221527645E1
7.974593227E0	-5.803587914E0	-3.878659439E1	1.400438786E1	4.164378004E1
7.983178227E0	1.559306026E0	-3.679186630E1	1.104569817E1	3.844581004E1
7.991763354E0	1.584013557E1	-3.662905121E1	1.365112495E1	4.217760662E1
8.000348583E0	3.925524139E1	-3.448676682E1	3.048758125E1	6.049631123E1
8.008933546E0	5.324165726E1	-1.566267014E1	4.329517746E1	7.038796555E1
8.017518700E0	4.601211548E1	8.023089767E-1	2.930448532E1	5.455741316E1
8.026103727E0	3.009534264E1	-2.637167931E0	1.338519287E1	3.304311867E1
8.034688958E0	1.632077026E1	-5.162746906E0	2.076138973E0	1.724331322E1
8.043274072E0	6.348331928E0	-7.219563007E0	-2.944099903E-1	9.618216338E0
8.051859058E0	1.301216006E0	-8.405376434E0	2.149353981E0	8.772869464E0
8.060444214E0	7.868850231E-1	-8.900056839E0	5.099643230E0	1.028768977E1
8.069029438E0	1.619658947E0	-9.100457191E0	7.001020908E0	1.159551249E1
8.077614438E0	2.787291050E0	-1.009460258E1	8.873602867E0	1.372628211E1
8.086199623E0	2.732734919E0	-1.092445374E1	1.169944477E1	1.623848938E1
8.094784623E0	1.127498031E0	-1.296692657E1	1.248570442E1	1.803622054E1
8.103369738E0	-3.205708981E0	-1.398350143E1	1.106459045E1	1.811739618E1
8.111954967E0	-7.370435238E0	-1.566263866E1	7.690188885E0	1.894150392E1
8.120539982E0	-9.952321053E0	-1.822127151E1	4.808649063E0	2.131165258E1
8.129125138E0	-1.223185253E1	-1.951520157E1	3.512434959E0	2.329803657E1
8.137710143E0	-1.517169857E1	-1.938616753E1	4.491314888E0	2.502350572E1
8.146295371E0	-1.669761086E1	-1.781046295E1	6.146061897E0	2.517532275E1
8.154880515E0	-1.852202034E1	-1.450519657E1	4.950489044E0	2.404107541E1
8.163465515E0	-2.099436188E1	-1.000751209E1	3.221260011E-1	2.325977846E1
8.172050676E0	-2.507503128E1	-3.038549900E0	1.750230044E-1	2.525906990E1
8.180635905E0	-2.845790291E1	3.031269073E0	-2.001667023E0	2.868880445E1
8.189220953E0	-3.320544052E1	8.505101204E0	-3.788676977E0	3.448611460E1
8.197806109E0	-3.522208405E1	9.355724335E0	-3.656229019E0	3.662639476E1
8.206391147E0	-3.165753746E1	3.985347986E0	-4.734502792E0	3.225675423E1
8.214976376E0	-2.579041481E1	-5.667561054E0	-3.764938116E0	2.667286080E1
8.223561301E0	-1.969583130E1	-1.511881256E1	-1.809040010E-1	2.483016291E1
8.232146532E0	-1.111103439E1	-2.411345863E1	9.511709809E-1	2.656724861E1
8.240731784E0	-1.308207989E0	-3.039330292E1	-1.912948012E0	3.048152950E1
8.249316728E0	6.983057022E0	-3.093684769E1	-3.556355953E0	3.191393579E1
8.257901957E0	1.025137520E1	-2.839470482E1	-2.992336035E0	3.033651315E1
8.266487159E0	9.672185898E0	-2.476660538E1	5.884772778E0	2.723171814E1
8.275072161E0	8.114363670E0	-2.339412117E1	2.423399734E1	3.464699742E1
8.283657386E0	1.546024323E1	-2.697333145E1	3.809494781E1	4.917117834E1
8.292242540E0	2.537266541E1	-2.547957993E1	4.608256531E1	5.845155232E1
8.300827539E0	2.515422058E1	-1.877595711E1	5.401301956E1	6.247141475E1
8.309412695E0	2.524211693E1	-2.050362396E1	4.917499542E1	5.895543433E1
8.317997734E0	2.047113991E1	-2.232310295E1	3.755100632E1	4.824382416E1
8.326582888E0	1.260466003E1	-2.323157883E1	2.604612160E1	3.710773719E1
8.335168140E0	2.770622015E0	-2.297821236E1	1.448045254E1	2.730124714E1
8.343753140E0	-5.723054886E0	-2.227602768E1	3.985579967E0	2.334222813E1
8.352338291E0	-1.055059147E1	-2.217230225E1	-4.644058228E0	2.498986283E1
8.360923520E0	-1.278321457E1	-2.154830933E1	-8.836457253E0	2.656733307E1
8.369508525E0	-1.409894943E1	-2.126333618E1	-8.648973465E0	2.693909023E1
8.378093681E0	-1.509583473E1	-2.141691589E1	-5.476816177E0	2.676871361E1
8.386678876E0	-1.753844833E1	-2.227854919E1	-3.850740910E0	2.861396739E1
8.395263876E0	-1.729110336E1	-2.393211746E1	-4.351082802E0	2.984393445E1
8.403849017E0	-1.605639076E1	-2.501035309E1	-4.980760098E0	3.013525207E1
8.412434015E0	-1.449017811E1	-2.455191040E1	-4.885346889E0	2.892452558E1
8.421019208E0	-1.220121479E1	-2.200853348E1	-3.409322023E0	2.539426441E1
8.429604437E0	-1.194666100E1	-1.750665092E1	-3.503278971E0	2.148205063E1
8.438189437E0	-1.303147507E1	-1.359860039E1	-4.053608894E0	1.926585114E1
8.446774593E0	-1.616667747E1	-1.025844765E1	-2.732700109E-1	1.914867842E1
8.455359541E0	-2.136876106E1	-5.061975002E0	3.086061001E0	2.217591741E1
8.463944770E0	-2.720337677E1	-3.634159863E-1	6.725664139E0	2.802481645E1
8.472529895E0	-3.049422264E1	1.121134996E0	9.228002548E0	3.187962655E1
8.481114897E0	-3.097943306E1	1.153649986E-1	9.441060066E0	3.238629644E1
8.489700145E0	-3.155942345E1	2.187200077E-2	1.066946507E1	3.331418874E1
8.498285070E0	-3.082201576E1	-2.056623936E0	1.093140507E1	3.276769712E1
8.506870293E0	-2.809313965E1	-6.577238083E0	9.434251785E0	3.035604821E1
8.515455447E0	-2.467480087E1	-1.084121704E1	7.534313202E0	2.798470404E1
8.524040659E0	-2.043596268E1	-1.639138222E1	5.172873974E0	2.670326959E1
8.532625659E0	-1.399312973E1	-2.253490829E1	2.170073986E0	2.661463869E1
8.541210799E0	-5.533222198E0	-2.787205124E1	-4.461305141E0	2.876405798E1
8.549795801E0	3.893105030E0	-3.115378571E1	-1.159335518E1	3.346820155E1
8.558381025E0	1.469497490E1	-3.207997894E1	-1.808313751E1	3.964930262E1
8.566966179E0	2.337424850E1	-3.114468765E1	-2.389556694E1	4.568747292E1
8.575551164E0	2.431677437E1	-3.140218353E1	-1.384452820E1	4.206035672E1
8.584136318E0	3.037773895E1	-3.409308624E1	1.804886436E1	4.910098836E1
8.592721282E0	3.711626434E1	-1.706541252E1	2.800515938E1	4.952912613E1
8.601306435E0	3.324024963E1	-8.292015076E0	6.017055893E1	6.923992975E1
8.609891625E0	3.301752472E1	-1.765850258E1	5.207514191E1	6.413891219E1
8.618476625E0	3.374133682E1	-2.661662865E1	4.277302170E1	6.063377043E1
8.627061762E0	2.207785225E1	-2.385223961E1	4.018853378E1	5.168635354E1
8.635646762E0	9.006361008E0	-2.054397392E1	3.128268814E1	3.849384341E1
8.644231991E0	2.137248993E0	-2.178734779E1	1.507532692E1	2.658047853E1
8.652817145E0	-1.902819037E0	-2.122407913E1	2.388603926E0	2.144266038E1
8.661402145E0	-5.186973095E0	-1.996739769E1	-3.686022997E0	2.095682290E1
8.669987296E0	-8.316103935E0	-1.882132339E1	-6.652948856E0	2.162548329E1
8.678572525E0	-9.805741310E0	-2.021624756E1	-9.211676598E0	2.428382618E1
8.687157477E0	-1.193363667E1	-2.053290176E1	-9.823615074E0	2.570048933E1
8.695742632E0	-1.330549431E1	-2.166364479E1	-9.740778923E0	2.722558463E1
8.704327594E0	-1.257825947E1	-2.369367790E1	-8.391988754E0	2.810744490E1
8.712912748E0	-1.228667641E1	-2.423349380E1	-7.050088882E0	2.807006221E1
8.721498010E0	-1.234403324E1	-2.277451324E1	-4.226778984E0	2.624727168E1
8.730083010E0	-1.260466576E1	-2.027513695E1	-1.424548030E0	2.391627300E1
8.738668209E0	-1.282617569E1	-1.702910233E1	3.369190097E-1	2.132169372E1
8.747253438E0	-1.500618839E1	-1.358074379E1	2.235663891E0	2.036223183E1
8.755838434E0	-1.797004509E1	-1.046096134E1	4.392018795E0	2.125191901E1
8.764423588E0	-2.272047234E1	-6.796367168E0	8.599641800E0	2.522626229E1
8.773008585E0	-2.811818314E1	-2.638550043E0	1.308844376E1	3.112718312E1
8.781593813E0	-3.149701309E1	6.355399638E-2	1.412016582E1	3.451731385E1
8.790178962E0	-3.128905487E1	-8.177379966E-1	1.395423889E1	3.426943876E1
8.798763962E0	-2.851921844E1	-3.645629883E0	1.187813854E1	3.110830457E1
8.807349121E0	-2.556411552E1	-6.459889889E0	9.491820335E0	2.802407596E1
8.815934123E0	-2.266621208E1	-1.025858688E1	7.261581898E0	2.591768405E1
8.824519337E0	-1.960690308E1	-1.533870125E1	4.989007950E0	2.538890712E1
8.833104491E0	-1.536375427E1	-2.128217125E1	2.717466116E0	2.638864113E1
8.841689527E0	-7.866121769E0	-2.742202187E1	-3.650895119E0	2.876060135E1
8.850274789E0	9.362890124E-1	-3.201425934E1	-1.304136181E1	3.458130356E1
