"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"	"Absolute (rad/s)"
2.219362056E1	1.060537457E0	7.930999994E-1	-3.203750029E-2	1.324678719E0
2.219576799E1	1.075250030E0	7.808625102E-1	-2.832499892E-2	1.329176885E0
2.219791345E1	1.091199994E0	7.638124824E-1	-2.461249940E-2	1.332190944E0
2.220006114E1	1.108250022E0	7.442874908E-1	-1.979999989E-2	1.335130713E0
2.220220645E1	1.127774954E0	7.320500016E-1	-1.237499993E-2	1.344591645E0
2.220435414E1	1.146062493E0	7.125250101E-1	-5.087499972E-3	1.349509915E0
2.220649955E1	1.166824937E0	6.892874837E-1	2.199999988E-3	1.355213086E0
2.220864724E1	1.187724948E0	6.635749936E-1	9.624999948E-3	1.360556858E0
2.221079255E1	1.214537501E0	6.282374859E-1	1.814999990E-2	1.367520787E0
2.221294024E1	1.242587447E0	5.927624702E-1	2.667500079E-2	1.376990365E0
2.221508578E1	1.272012472E0	5.414749980E-1	3.396249935E-2	1.382882625E0
2.221723340E1	1.312299967E0	4.742375016E-1	4.138749838E-2	1.395974690E0
2.221937870E1	1.347637534E0	4.131875038E-1	5.596249923E-2	1.410667444E0
2.222152632E1	1.380637527E0	3.619000018E-1	6.943749636E-2	1.428969264E0
2.222367186E1	1.414875031E0	3.166624904E-1	8.524999768E-2	1.452382197E0
2.222581955E1	1.441825032E0	2.739000022E-1	1.011999995E-1	1.471095536E0
2.222796486E1	1.469874978E0	2.360875010E-1	1.170125008E-1	1.493305623E0
2.223011250E1	1.494349957E0	2.079000026E-1	1.317249984E-1	1.514481984E0
2.223225796E1	1.518687487E0	1.859000027E-1	1.427250057E-1	1.536665520E0
2.223440542E1	1.541924953E0	1.786125004E-1	1.524875015E-1	1.559707481E0
2.223655096E1	1.568874955E0	1.798499972E-1	1.610125005E-1	1.587337290E0
2.223869865E1	1.596925020E0	1.846625060E-1	1.696749926E-1	1.616496014E0
2.224084408E1	1.623875022E0	1.993750036E-1	1.782000065E-1	1.645744731E0
2.224299177E1	1.650687456E0	2.176624984E-1	1.904374957E-1	1.675831877E0
2.224513708E1	1.677500010E0	2.396624982E-1	2.014375031E-1	1.706464609E0
2.224728469E1	1.701974988E0	2.653749883E-1	2.124374956E-1	1.735589938E0
2.224943023E1	1.726449966E0	2.921875119E-1	2.222000062E-1	1.765042739E0
2.225157775E1	1.747212529E0	3.203749955E-1	2.319625020E-1	1.791423557E0
2.225372321E1	1.767974973E0	3.508999944E-1	2.417249978E-1	1.818597615E0
2.225587090E1	1.785025001E0	3.814249933E-1	2.490125000E-1	1.842228678E0
2.225801644E1	1.800974965E0	4.107125103E-1	2.550624907E-1	1.864739249E0
2.226016390E1	1.814450026E0	4.364250004E-1	2.575374842E-1	1.883884612E0
2.226230934E1	1.824212432E0	4.620000124E-1	2.600125074E-1	1.899684582E0
2.226445703E1	1.835212469E0	4.839999974E-1	2.612499893E-1	1.915858127E0
2.226660234E1	1.844974995E0	5.072374940E-1	2.624875009E-1	1.931352452E0
2.226875003E1	1.851024985E0	5.267624855E-1	2.624875009E-1	1.942336711E0
2.227089549E1	1.855975032E0	5.462874770E-1	2.612499893E-1	1.952261479E0
2.227304297E1	1.859549999E0	5.659499764E-1	2.624875009E-1	1.961409000E0
2.227518851E1	1.863262534E0	5.817624927E-1	2.612499893E-1	1.969377167E0
2.227733612E1	1.866974950E0	5.977125168E-1	2.612499893E-1	1.977651960E0
2.227948166E1	1.866974950E0	6.099500060E-1	2.563000023E-1	1.980738288E0
2.228162912E1	1.863262534E0	6.184750199E-1	2.539624870E-1	1.979584695E0
2.228377465E1	1.864500046E0	6.307125092E-1	2.502500117E-1	1.984132999E0
2.228592226E1	1.862025023E0	6.367624998E-1	2.465374917E-1	1.983276179E0
2.228806780E1	1.859549999E0	6.428124905E-1	2.417249978E-1	1.982313061E0
2.229021526E1	1.855975032E0	6.514750123E-1	2.355374992E-1	1.981045412E0
2.229236080E1	1.855975032E0	6.575250030E-1	2.294874936E-1	1.982333715E0
2.229450845E1	1.854737520E0	6.648125052E-1	2.222000062E-1	1.982775776E0
2.229665399E1	1.853500009E0	6.758124828E-1	2.135374993E-1	1.984384806E0
2.229880145E1	1.853500009E0	6.819999814E-1	2.050125003E-1	1.985602272E0
2.230094699E1	1.852262497E0	6.892874837E-1	1.964875013E-1	1.986101944E0
2.230309460E1	1.847450018E0	6.917625070E-1	1.867250055E-1	1.981533033E0
2.230524013E1	1.843737483E0	6.930000186E-1	1.744875014E-1	1.977387878E0
2.230738759E1	1.837550044E0	6.892874837E-1	1.634874940E-1	1.969374408E0
2.230953305E1	1.830262542E0	6.832374930E-1	1.500124931E-1	1.959382094E0
2.231168074E1	1.821737528E0	6.745749712E-1	1.366750002E-1	1.947423700E0
2.231382605E1	1.810737491E0	6.660500169E-1	1.256749928E-1	1.933439187E0
2.231597374E1	1.796025038E0	6.550499797E-1	1.109625027E-1	1.914969736E0
2.231811928E1	1.781450033E0	6.465250254E-1	9.267500043E-2	1.897405461E0
2.232026690E1	1.761924982E0	6.392375231E-1	6.696250290E-2	1.875496796E0
2.232241221E1	1.737450004E0	6.220499873E-1	4.743750021E-2	1.846057696E0
2.232455990E1	1.711737514E0	6.050000191E-1	2.667500079E-2	1.815704242E0
2.232670537E1	1.682449937E0	5.805249810E-1	8.387500420E-3	1.779808246E0
2.232885298E1	1.651924968E0	5.585250258E-1	-7.562499959E-3	1.743807184E0
2.233099852E1	1.613975048E0	5.341874957E-1	-2.461249940E-2	1.700258072E0
2.233314598E1	1.572450042E0	5.182374716E-1	-3.932499886E-2	1.656114630E0
2.233529152E1	1.530925035E0	5.072374940E-1	-5.389999971E-2	1.613668662E0
2.233743916E1	1.490637541E0	5.047624707E-1	-6.861250103E-2	1.575275565E0
2.233958446E1	1.447875023E0	5.011875033E-1	-8.332499862E-2	1.534429552E0
2.234173216E1	1.401399970E0	5.097125173E-1	-9.666249901E-2	1.494346802E0
2.234387762E1	1.358637452E0	5.207124949E-1	-1.076624990E-1	1.458981988E0
2.234602531E1	1.315874934E0	5.341874957E-1	-1.174250022E-1	1.425016405E0
2.234817056E1	1.273249984E0	5.475249887E-1	-1.284250021E-1	1.391920298E0
2.235031817E1	1.232825041E0	5.647125244E-1	-1.370874941E-1	1.362919953E0
2.235246371E1	1.192537546E0	5.830000043E-1	-1.456124932E-1	1.335379273E0
2.235461117E1	1.154724956E0	6.000499725E-1	-1.541374922E-1	1.310422855E0
2.235675671E1	1.116775036E0	6.172375083E-1	-1.614249945E-1	1.286167427E0
2.235890437E1	1.082537532E0	6.294749975E-1	-1.700875014E-1	1.263746825E0
2.236104968E1	1.045962453E0	6.392375231E-1	-1.798499972E-1	1.238954432E0
2.236319737E1	1.012962461E0	6.502375007E-1	-1.859000027E-1	1.217973959E0
2.236534283E1	9.799624681E-1	6.562874913E-1	-1.931875050E-1	1.195140629E0
2.236749052E1	9.494374990E-1	6.612374783E-1	-1.993750036E-1	1.174060032E0
2.236963585E1	9.189124703E-1	6.660500169E-1	-2.054249942E-1	1.153352583E0
2.237178354E1	8.907250166E-1	6.685249805E-1	-2.116124928E-1	1.133620991E0
2.237392900E1	8.639125228E-1	6.685249805E-1	-2.164250016E-1	1.113602388E0
2.237607669E1	8.381999731E-1	6.685249805E-1	-2.213750035E-1	1.094765608E0
2.237822224E1	8.126249909E-1	6.648125052E-1	-2.249500006E-1	1.073749294E0
2.238036977E1	7.893875241E-1	6.587625146E-1	-2.299000025E-1	1.053543889E0
2.238251531E1	7.673875093E-1	6.489999890E-1	-2.323749959E-1	1.031543850E0
2.238466269E1	7.453874946E-1	6.392375231E-1	-2.336124927E-1	1.009357184E0
2.238680823E1	7.233874798E-1	6.294749975E-1	-2.347124964E-1	9.872275191E-1
2.238895585E1	7.001500130E-1	6.208124757E-1	-2.336124927E-1	9.644651198E-1
2.239110138E1	6.793875098E-1	6.122875214E-1	-2.249500006E-1	9.418417596E-1
2.239324907E1	6.586250067E-1	6.050000191E-1	-2.139499933E-1	9.195577862E-1
2.239539438E1	6.391000152E-1	6.012874842E-1	-1.981374919E-1	8.995854232E-1
2.239754200E1	6.208124757E-1	5.952374935E-1	-1.871374995E-1	8.801910289E-1
2.239968754E1	6.000499725E-1	5.830000043E-1	-1.786125004E-1	8.554831383E-1
2.240183498E1	5.828624964E-1	5.707625151E-1	-1.736624986E-1	8.340606703E-1
2.240398052E1	5.682874918E-1	5.671874881E-1	-1.773750037E-1	8.222616444E-1
2.240612813E1	5.560500026E-1	5.671874881E-1	-1.883749962E-1	8.163200299E-1
2.240827367E1	5.438125134E-1	5.622375011E-1	-1.981374919E-1	8.069086213E-1
2.241042113E1	5.279999971E-1	5.609999895E-1	-2.091374993E-1	7.982753152E-1
2.241256661E1	5.108125210E-1	5.634750128E-1	-2.237125039E-1	7.927678134E-1
2.241471430E1	4.962374866E-1	5.659499764E-1	-2.359499931E-1	7.888113958E-1
2.241685984E1	4.815250039E-1	5.622375011E-1	-2.446125001E-1	7.796233785E-1
2.241900730E1	4.655750096E-1	5.500000119E-1	-2.518999875E-1	7.633568670E-1
2.242115284E1	4.510000050E-1	5.402374864E-1	-2.567124963E-1	7.491053677E-1
2.242330046E1	4.387624860E-1	5.267624855E-1	-2.579500079E-1	7.324817007E-1
2.242544600E1	4.228124917E-1	5.109499693E-1	-2.591874897E-1	7.120522657E-1
2.242759346E1	4.082374871E-1	4.889499843E-1	-2.556124926E-1	6.863437035E-1
2.242973900E1	3.922874928E-1	4.669499993E-1	-2.469500005E-1	6.579635868E-1
2.243188661E1	3.727625012E-1	4.376625121E-1	-2.371875048E-1	6.218989220E-1
2.243403215E1	3.519999981E-1	4.107125103E-1	-2.249500006E-1	5.858252876E-1
2.243617961E1	3.361875117E-1	3.874749839E-1	-2.116124928E-1	5.549222948E-1
2.243832515E1	3.227125108E-1	3.741374910E-1	-2.006125003E-1	5.332612888E-1
2.244047277E1	3.104749918E-1	3.643749952E-1	-1.919499934E-1	5.157602715E-1
2.244261808E1	2.945249975E-1	3.546124995E-1	-1.834249943E-1	4.961247096E-1
2.244476577E1	2.787125111E-1	3.471874893E-1	-1.748999953E-1	4.783406996E-1
2.244691122E1	2.604250014E-1	3.447124958E-1	-1.651374996E-1	4.625130051E-1
2.244905868E1	2.432374954E-1	3.374249935E-1	-1.566125005E-1	4.444632502E-1
2.245120422E1	2.261874974E-1	3.361875117E-1	-1.480875015E-1	4.314078524E-1
2.245335183E1	2.054249942E-1	3.326124847E-1	-1.419000030E-1	4.158919380E-1
2.245549737E1	1.871374995E-1	3.301374912E-1	-1.333750039E-1	4.022438296E-1
2.245764487E1	1.687124968E-1	3.264249861E-1	-1.236125007E-1	3.876818650E-1
2.245979041E1	1.528999954E-1	3.216125071E-1	-1.113749966E-1	3.731184841E-1
2.246193802E1	1.369500011E-1	3.203749955E-1	-9.556250274E-2	3.612860812E-1
2.246408356E1	1.211374998E-1	3.179000020E-1	-8.208750188E-2	3.499615166E-1
2.246623102E1	1.051874980E-1	3.166624904E-1	-6.861250103E-2	3.406570384E-1
2.246837652E1	8.937499672E-2	3.216125071E-1	-5.513750017E-2	3.383232754E-1
2.247052413E1	7.342500240E-2	3.289000094E-1	-4.289999977E-2	3.397158476E-1
2.247266967E1	6.118749827E-2	3.411374986E-1	-3.561250120E-2	3.484063047E-1
2.247481713E1	4.908749834E-2	3.546124995E-1	-2.584999986E-2	3.589259391E-1
2.247696260E1	3.313750029E-2	3.679499924E-1	-1.856249943E-2	3.699052003E-1
2.247911027E1	2.337500080E-2	3.777124882E-1	-1.484999992E-2	3.787263351E-1
2.248125581E1	7.424999960E-3	3.874749839E-1	-1.237499993E-2	3.877436452E-1
2.248340327E1	-7.149999961E-3	3.851374984E-1	-7.562499959E-3	3.852780899E-1
2.248554873E1	-2.309999987E-2	3.789499998E-1	-2.749999985E-4	3.796535104E-1
2.248769619E1	-3.891250119E-2	3.716624975E-1	9.624999948E-3	3.738179175E-1
2.248984173E1	-5.609999970E-2	3.606624901E-1	1.691249944E-2	3.653911252E-1
2.249198942E1	-7.438749820E-2	3.508999944E-1	2.172499895E-2	3.593553694E-1
2.249413488E1	-9.143749624E-2	3.436124921E-1	2.543750033E-2	3.564792096E-1
2.249628257E1	-1.146750003E-1	3.398999870E-1	3.038750030E-2	3.600079958E-1
2.249842788E1	-1.379124969E-1	3.398999870E-1	3.396249935E-2	3.683820155E-1
2.250057566E1	-1.599124968E-1	3.361875117E-1	3.767500073E-2	3.741837187E-1
2.250272112E1	-1.842499971E-1	3.398999870E-1	4.138749838E-2	3.888354249E-1
2.250486881E1	-2.074874938E-1	3.459500074E-1	4.619999975E-2	4.060380619E-1
2.250701412E1	-2.331999987E-1	3.594250083E-1	4.138749838E-2	4.304433773E-1
2.250916174E1	-2.600125074E-1	3.679499924E-1	3.272499889E-2	4.517351287E-1
2.251130726E1	-2.869625092E-1	3.789499998E-1	2.914999984E-2	4.762355578E-1
2.251345472E1	-3.137750030E-1	3.911874890E-1	2.914999984E-2	5.023267130E-1
2.251560026E1	-3.382500112E-1	3.984749913E-1	3.396249935E-2	5.237831996E-1
2.251774787E1	-3.662999868E-1	4.059000015E-1	4.015000165E-2	5.482175793E-1
2.251989341E1	-3.944875002E-1	4.131875038E-1	4.248749837E-2	5.728433369E-1
2.252204087E1	-4.115374982E-1	4.474250078E-1	4.619999975E-2	6.096611272E-1
2.252418641E1	-4.127750099E-1	5.255249739E-1	4.619999975E-2	6.698463607E-1
2.252633402E1	-4.225375056E-1	5.561875105E-1	4.619999975E-2	7.000120931E-1
2.252847956E1	-4.408249855E-1	5.146625042E-1	4.743750021E-2	6.793044071E-1
2.253062702E1	-4.725874960E-1	4.241875112E-1	4.867500067E-2	6.369012810E-1
2.253277253E1	-5.043500066E-1	3.447124958E-1	5.115000159E-2	6.130350370E-1
2.253492014E1	-5.251125097E-1	3.068999946E-1	5.719999969E-2	6.109030975E-1
2.253706568E1	-5.385875106E-1	3.106124997E-1	6.819999963E-2	6.254661234E-1
2.253921314E1	-5.508249998E-1	3.374249935E-1	7.548750192E-2	6.503554179E-1
2.254135868E1	-5.581125021E-1	3.704249859E-1	8.415000141E-2	6.751188472E-1
2.254350634E1	-5.605875254E-1	3.984749913E-1	9.515000135E-2	6.943300476E-1
2.254565165E1	-5.618249774E-1	4.059000015E-1	1.084875017E-1	7.015494669E-1
2.254779934E1	-5.630624890E-1	4.034250081E-1	1.231999993E-1	7.035405770E-1
2.254994481E1	-5.678749681E-1	3.863750100E-1	1.366750002E-1	7.003197008E-1
2.255209227E1	-5.703499913E-1	3.691875041E-1	1.464374959E-1	6.950125653E-1
2.255423774E1	-5.740625262E-1	3.521375060E-1	1.537249982E-1	6.907821525E-1
2.255638543E1	-5.765374899E-1	3.398999870E-1	1.586750001E-1	6.878264563E-1
2.255853090E1	-5.765374899E-1	3.326124847E-1	1.634874940E-1	6.853865354E-1
2.256067836E1	-5.765374899E-1	3.264249861E-1	1.684374958E-1	6.836080301E-1
2.256282390E1	-5.801125169E-1	3.179000020E-1	1.707749963E-1	6.831947328E-1
2.256497151E1	-5.850625038E-1	3.056625128E-1	1.707749963E-1	6.818297474E-1
2.256711705E1	-5.923500061E-1	2.958999872E-1	1.684374958E-1	6.832324071E-1
2.256926451E1	-5.996375084E-1	2.811875045E-1	1.634874940E-1	6.821727896E-1
2.257141005E1	-6.082999706E-1	2.666125000E-1	1.574375033E-1	6.825669541E-1
2.257355767E1	-6.180624962E-1	2.556124926E-1	1.500124931E-1	6.854507595E-1
2.257570322E1	-6.265875101E-1	2.433750033E-1	1.439625025E-1	6.874361805E-1
2.257785068E1	-6.338750124E-1	2.384250015E-1	1.366750002E-1	6.908864367E-1
2.257999623E1	-6.424000263E-1	2.336124927E-1	1.269125044E-1	6.952405155E-1
2.258214384E1	-6.485875249E-1	2.336124927E-1	1.182499975E-1	6.994452345E-1
2.258428938E1	-6.534000039E-1	2.396624982E-1	1.121999994E-1	7.049528481E-1
2.258643688E1	-6.558749676E-1	2.433750033E-1	1.049124971E-1	7.073966337E-1
2.258858242E1	-6.583499908E-1	2.518999875E-1	9.624999762E-2	7.114368392E-1
2.259073004E1	-6.583499908E-1	2.556124926E-1	8.648750186E-2	7.115072345E-1
2.259287535E1	-6.608250141E-1	2.604250014E-1	7.672499865E-2	7.144211685E-1
2.259502304E1	-6.620625257E-1	2.628999949E-1	6.696250290E-2	7.154908609E-1
2.259716844E1	-6.620625257E-1	2.678500116E-1	5.719999969E-2	7.164790692E-1
2.259931613E1	-6.620625257E-1	2.739000022E-1	4.867500067E-2	7.181345660E-1
2.260146144E1	-6.595875025E-1	2.776125073E-1	4.138749838E-2	7.168244574E-1
2.260360913E1	-6.558749676E-1	2.849000096E-1	3.272499889E-2	7.158288302E-1
2.260575460E1	-6.546375155E-1	2.886124849E-1	2.172499895E-2	7.157649187E-1
2.260790228E1	-6.521624923E-1	2.898499966E-1	9.624999948E-3	7.137377512E-1
2.261004760E1	-6.485875249E-1	2.861374915E-1	9.624999948E-4	7.089015220E-1
2.261219521E1	-6.436374784E-1	2.811875045E-1	-3.849999979E-3	7.023890936E-1
2.261434075E1	-6.363499761E-1	2.714250088E-1	-6.324999966E-3	6.918474059E-1
2.261648821E1	-6.313999891E-1	2.604250014E-1	-6.324999966E-3	6.830279154E-1
2.261863375E1	-6.278250217E-1	2.494249940E-1	-6.324999966E-3	6.755864794E-1
2.262078136E1	-6.241124868E-1	2.360875010E-1	-6.324999966E-3	6.673033118E-1
2.262292690E1	-6.180624962E-1	2.238499969E-1	-3.849999979E-3	6.573620713E-1
2.262507436E1	-6.118749976E-1	2.140875012E-1	-1.374999993E-3	6.482486880E-1
2.262721990E1	-6.045874953E-1	2.079000026E-1	3.437499981E-3	6.393436220E-1
2.262936755E1	-5.960624814E-1	2.006125003E-1	7.149999961E-3	6.289570570E-1
2.263151310E1	-5.875374675E-1	1.945624948E-1	1.319999993E-2	6.190549895E-1
2.263366055E1	-5.788750052E-1	1.859000027E-1	2.062499896E-2	6.083423981E-1
2.263580610E1	-5.703499913E-1	1.761374921E-1	2.667500079E-2	5.975241287E-1
2.263795348E1	-5.593500137E-1	1.639000028E-1	3.519999981E-2	5.839303801E-1
2.264009926E1	-5.495874882E-1	1.493249983E-1	4.248749837E-2	5.710950444E-1
2.264224672E1	-5.398250222E-1	1.321374923E-1	4.867500067E-2	5.578894399E-1
2.264439219E1	-5.288249850E-1	1.187999994E-1	4.991250113E-2	5.442982293E-1
2.264653988E1	-5.215374827E-1	9.432499856E-2	5.238749832E-2	5.325814503E-1
2.264868519E1	-5.105375051E-1	6.984999776E-2	5.967500061E-2	5.187375753E-1
2.265083286E1	-4.982999861E-1	4.675000161E-2	6.819999963E-2	5.051135306E-1
2.265297840E1	-4.885374904E-1	1.856249943E-2	7.672499865E-2	4.948738943E-1
2.265512586E1	-4.787749946E-1	-1.072499994E-2	8.415000141E-2	4.862321913E-1
2.265727140E1	-4.690124989E-1	-3.519999981E-2	9.143749624E-2	4.791373287E-1
2.265941901E1	-4.580124915E-1	-5.719999969E-2	1.011999995E-1	4.725343609E-1
2.266156455E1	-4.470124841E-1	-7.424999774E-2	1.084875017E-1	4.659428732E-1
2.266371201E1	-4.347749949E-1	-8.896250278E-2	1.182499975E-1	4.592675527E-1
2.266585755E1	-4.212999940E-1	-1.023000032E-1	1.256749928E-1	4.513902739E-1
2.266800516E1	-4.078249931E-1	-1.121999994E-1	1.329624951E-1	4.433836826E-1
2.267015070E1	-3.957250118E-1	-1.157749966E-1	1.414874941E-1	4.359138055E-1
2.267229811E1	-3.822500110E-1	-1.182499975E-1	1.464374959E-1	4.260775434E-1
2.267444365E1	-3.687750101E-1	-1.207249984E-1	1.487749964E-1	4.155761457E-1
2.267659126E1	-3.577750027E-1	-1.170125008E-1	1.512500048E-1	4.056740586E-1
2.267873680E1	-3.467749953E-1	-1.132999957E-1	1.512500048E-1	3.949257530E-1
2.268088426E1	-3.332999945E-1	-1.084875017E-1	1.500124931E-1	3.812639144E-1
2.268302980E1	-3.187249899E-1	-1.047749966E-1	1.451999992E-1	3.655768850E-1
2.268517742E1	-3.064875007E-1	-9.872499853E-2	1.414874941E-1	3.517100004E-1
2.268732296E1	-2.930124998E-1	-9.019999951E-2	1.354375035E-1	3.351651567E-1
2.268947042E1	-2.820124924E-1	-8.524999768E-2	1.269125044E-1	3.207887027E-1
2.269161596E1	-2.697750032E-1	-7.796250284E-2	1.194875017E-1	3.051785826E-1
2.269376357E1	-2.564375103E-1	-6.943749636E-2	1.109625027E-1	2.879139447E-1
2.269590888E1	-2.479124963E-1	-6.077500060E-2	1.024374962E-1	2.750411736E-1
2.269805657E1	-2.392500043E-1	-4.977500066E-2	9.391249716E-2	2.617970060E-1
2.270020203E1	-2.307250053E-1	-4.124999791E-2	8.524999768E-2	2.494055983E-1
2.270234972E1	-2.197249979E-1	-2.901249938E-2	7.919999957E-2	2.353581096E-1
2.270449502E1	-2.136749923E-1	-1.443750039E-2	7.315000147E-2	2.263103322E-1
2.270664271E1	-2.074874938E-1	-9.624999948E-4	6.696250290E-2	2.180274370E-1
2.270878818E1	-2.014375031E-1	1.374999993E-2	6.215000153E-2	2.112551842E-1
2.271093564E1	-1.964875013E-1	2.832499892E-2	5.719999969E-2	2.065949750E-1
2.271308118E1	-1.867250055E-1	4.056249931E-2	5.348749831E-2	1.984249392E-1
2.271522878E1	-1.794375032E-1	5.279999971E-2	5.115000159E-2	1.939123003E-1
2.271737432E1	-1.733874977E-1	6.132499874E-2	4.743750021E-2	1.899323465E-1
2.271952178E1	-1.659625024E-1	6.984999776E-2	4.372499883E-2	1.852955744E-1
2.272166732E1	-1.586750001E-1	7.603749633E-2	4.248749837E-2	1.810100661E-1
2.272381493E1	-1.501500010E-1	7.727500051E-2	3.891250119E-2	1.732934831E-1
2.272596047E1	-1.427250057E-1	7.851249725E-2	3.767500073E-2	1.671946326E-1
2.272810793E1	-1.342000067E-1	7.961250097E-2	3.519999981E-2	1.599588450E-1
2.273025347E1	-1.244374961E-1	8.208750188E-2	3.272499889E-2	1.526236349E-1
2.273240109E1	-1.134374961E-1	8.703749627E-2	2.791249938E-2	1.456801253E-1
2.273454663E1	-1.011999995E-1	8.827500045E-2	2.543750033E-2	1.366783890E-1
2.273669411E1	-8.896250278E-2	8.937499672E-2	2.296249941E-2	1.281775851E-1
2.273883965E1	-7.438749820E-2	8.456250280E-2	2.062499896E-2	1.144976303E-1
2.274098726E1	-5.967500061E-2	8.084999770E-2	1.691249944E-2	1.019012290E-1
2.274313257E1	-4.619999975E-2	7.479999959E-2	1.196249947E-2	8.872756792E-2
2.274528026E1	-2.914999984E-2	6.627500057E-2	8.387500420E-3	7.288654440E-2
2.274742572E1	-1.333750039E-2	5.651250109E-2	2.199999988E-3	5.810672677E-2
2.274957341E1	3.849999979E-3	5.032499880E-2	-1.374999993E-3	5.049077766E-2
2.275171872E1	1.842499897E-2	4.179999977E-2	-7.562499959E-3	4.630239706E-2
2.275386641E1	3.684999794E-2	3.451250121E-2	-1.361249946E-2	5.229087138E-2
2.275601187E1	5.389999971E-2	2.708750032E-2	-2.103750035E-2	6.388676751E-2
2.275815954E1	6.737499684E-2	2.474999987E-2	-3.079999983E-2	7.810629093E-2
2.276030485E1	8.084999770E-2	2.351249941E-2	-3.808749840E-2	9.241329607E-2
2.276245246E1	9.061250091E-2	2.832499892E-2	-4.784999788E-2	1.063134666E-1
2.276459800E1	1.016125008E-1	3.575000167E-2	-5.761250108E-2	1.221571252E-1
2.276674546E1	1.101374999E-1	4.179999977E-2	-6.861250103E-2	1.363274886E-1
2.276889101E1	1.199000031E-1	5.403750017E-2	-8.208750188E-2	1.550303845E-1
2.277103862E1	1.284250021E-1	6.751249731E-2	-9.308750182E-2	1.723838782E-1
2.277318416E1	1.381874979E-1	7.727500051E-2	-1.016125008E-1	1.881284418E-1
2.277533162E1	1.419000030E-1	8.456250280E-2	-1.076624990E-1	1.971741398E-1
2.277747716E1	1.467124969E-1	8.703749627E-2	-1.138499975E-1	2.050899911E-1
2.277962479E1	1.479499936E-1	8.937499672E-2	-1.174250022E-1	2.089634460E-1
2.278177033E1	1.467124969E-1	8.456250280E-2	-1.211374998E-1	2.082058296E-1
2.278391778E1	1.443749964E-1	7.727500051E-2	-1.236125007E-1	2.051721610E-1
2.278606333E1	1.431374997E-1	6.627500057E-2	-1.236125007E-1	2.004015216E-1
2.278821094E1	1.406625062E-1	5.279999971E-2	-1.211374998E-1	1.929976023E-1
2.279035648E1	1.369500011E-1	3.203750029E-2	-1.211374998E-1	1.856232693E-1
2.279250394E1	1.296624988E-1	-4.674999975E-3	-1.174250022E-1	1.749938581E-1
2.279464940E1	1.247124970E-1	-4.372499883E-2	-1.113749966E-1	1.728278690E-1
2.279679709E1	1.186624989E-1	-8.772499859E-2	-1.065625027E-1	1.820220618E-1
2.279894240E1	1.149500012E-1	-1.365374923E-1	-1.053249985E-1	2.072422372E-1
2.280109005E1	1.088999957E-1	-1.878249943E-1	-1.088999957E-1	2.428922531E-1
2.280323551E1	1.039500013E-1	-2.452999949E-1	-1.113749966E-1	2.887595542E-1
2.280538320E1	1.016125008E-1	-3.125374913E-1	-1.113749966E-1	3.470002503E-1
2.280752851E1	9.790000319E-2	-3.735874891E-1	-1.113749966E-1	4.019408072E-1
2.280967613E1	9.542500228E-2	-4.334000051E-1	-1.053249985E-1	4.561083761E-1
2.281182166E1	9.418749809E-2	-4.933499992E-1	-9.432499856E-2	5.110408123E-1
2.281396912E1	9.184999764E-2	-5.471125245E-1	-8.084999770E-2	5.606293416E-1
2.281611466E1	9.184999764E-2	-5.934500098E-1	-6.489999592E-2	6.040127033E-1
2.281826228E1	9.061250091E-2	-6.301624775E-1	-4.908749834E-2	6.385334415E-1
2.282040782E1	8.813749999E-2	-6.569749713E-1	-3.437500075E-2	6.637514388E-1
2.282255526E1	8.318749815E-2	-6.777374744E-1	-1.856249943E-2	6.830759917E-1
2.282470080E1	8.084999770E-2	-6.875000000E-1	-3.849999979E-3	6.922483620E-1
2.282684841E1	7.837499678E-2	-6.949250102E-1	9.624999948E-3	6.993969192E-1
2.282899395E1	7.342500240E-2	-7.009750009E-1	1.814999990E-2	7.050436903E-1
2.283114141E1	7.218749821E-2	-7.059249878E-1	2.543750033E-2	7.100621027E-1
2.283328695E1	6.861250103E-2	-7.095000148E-1	3.038750030E-2	7.134573193E-1
2.283543456E1	6.489999592E-2	-7.107374668E-1	3.396249935E-2	7.145020697E-1
2.283758010E1	6.008749828E-2	-7.071624994E-1	3.643750027E-2	7.106454809E-1
2.283972756E1	5.637500063E-2	-7.009750009E-1	3.891250119E-2	7.043140459E-1
2.284187303E1	5.142499879E-2	-6.924499869E-1	3.767500073E-2	6.953782572E-1
2.284402075E1	4.289999977E-2	-6.839249730E-1	3.519999981E-2	6.861725867E-1
2.284616606E1	3.684999794E-2	-6.716874838E-1	3.038750030E-2	6.733835448E-1
2.284831375E1	2.584999986E-2	-6.569749713E-1	2.667500079E-2	6.580242329E-1
2.285045921E1	1.842499897E-2	-6.374499798E-1	2.172499895E-2	6.380861485E-1
2.285260690E1	7.424999960E-3	-6.216375232E-1	1.567500085E-2	6.218794469E-1
2.285475221E1	-3.437499981E-3	-6.069250107E-1	9.624999948E-3	6.070110589E-1
2.285689982E1	-1.567500085E-2	-5.861625075E-1	2.199999988E-3	5.863761855E-1
2.285904536E1	-2.791249938E-2	-5.641624928E-1	-6.324999966E-3	5.648879814E-1
2.286119282E1	-3.767500073E-2	-5.361124873E-1	-1.732499897E-2	5.377138275E-1
2.286333836E1	-4.867500067E-2	-5.055875182E-1	-2.832499892E-2	5.087143598E-1
