"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"	"Absolute (rad/s)"
4.596467612E0	6.737499684E-2	-1.182499994E-2	-4.937212467E0	4.937686317E0
4.598615072E0	6.861250103E-2	-1.182499994E-2	-4.926212311E0	4.926704298E0
4.600760612E0	6.984999776E-2	-1.429999992E-2	-4.917687416E0	4.918204249E0
4.602908226E0	6.984999776E-2	-2.034999989E-2	-4.906687260E0	4.907226611E0
4.605053535E0	7.108750194E-2	-2.529999986E-2	-4.895687580E0	4.896269029E0
4.607201182E0	6.984999776E-2	-2.282499894E-2	-4.885924816E0	4.886477393E0
4.609346722E0	6.737499684E-2	-1.911249943E-2	-4.874925137E0	4.875428162E0
4.611494182E0	6.861250103E-2	-1.429999992E-2	-4.865162373E0	4.865667177E0
4.613639722E0	7.108750194E-2	-8.249999955E-3	-4.855262280E0	4.855789668E0
4.615787336E0	6.984999776E-2	-2.062499989E-3	-4.843162537E0	4.843666652E0
4.617932588E0	7.232499868E-2	-8.249999955E-4	-4.832162380E0	4.832703680E0
4.620080202E0	7.713750005E-2	-8.249999955E-4	-4.821162701E0	4.821779823E0
4.622225742E0	7.466249913E-2	-7.012499962E-3	-4.808925152E0	4.809509827E0
4.624373202E0	7.590000331E-2	-1.553750038E-2	-4.799162388E0	4.799787688E0
4.626518665E0	7.590000331E-2	-2.158750035E-2	-4.788162708E0	4.788812896E0
4.628666380E0	7.837499678E-2	-3.135000169E-2	-4.777162552E0	4.777908278E0
4.630811690E0	7.466249913E-2	-3.258749843E-2	-4.766162395E0	4.766858548E0
4.632959304E0	7.466249913E-2	-2.901249938E-2	-4.755162239E0	4.755836849E0
4.635104844E0	7.356250286E-2	-2.282499894E-2	-4.745399952E0	4.746024982E0
4.637252304E0	7.232499868E-2	-1.553750038E-2	-4.734399796E0	4.734977692E0
4.639397810E0	6.984999776E-2	-7.012499962E-3	-4.722162247E0	4.722684034E0
4.641545423E0	6.737499684E-2	-8.249999955E-4	-4.712399960E0	4.712881650E0
4.643690733E0	6.489999592E-2	2.749999985E-3	-4.703875065E0	4.704323564E0
4.645838347E0	6.366249919E-2	2.749999985E-3	-4.692874908E0	4.693307510E0
4.647983656E0	5.637500063E-2	2.749999985E-3	-4.680637360E0	4.680977654E0
4.650131395E0	5.389999971E-2	-8.249999955E-4	-4.670875072E0	4.671186127E0
4.652276858E0	5.389999971E-2	-3.299999982E-3	-4.659874916E0	4.660187800E0
4.654424548E0	5.389999971E-2	-1.553750038E-2	-4.647637367E0	4.647975874E0
4.656569858E0	4.537500069E-2	-2.158750035E-2	-4.637875080E0	4.638147278E0
4.658717471E0	4.179999977E-2	-2.282499894E-2	-4.626874924E0	4.627120031E0
4.660862925E0	3.932499886E-2	-2.034999989E-2	-4.614637375E0	4.614849800E0
4.663010384E0	3.313750029E-2	-1.553750038E-2	-4.603637695E0	4.603783177E0
4.665155925E0	3.189999983E-2	-1.306249946E-2	-4.591400146E0	4.591529543E0
4.667303538E0	3.189999983E-2	-1.182499994E-2	-4.581637383E0	4.581763694E0
4.669448848E0	3.079999983E-2	-1.429999992E-2	-4.570637703E0	4.570763847E0
4.671596461E0	2.708750032E-2	-1.429999992E-2	-4.559637547E0	4.559740429E0
4.673742002E0	2.832499892E-2	-1.429999992E-2	-4.548637390E0	4.548748059E0
4.675889461E0	2.956249937E-2	-1.058750041E-2	-4.535299778E0	4.535408484E0
4.678034925E0	2.832499892E-2	-1.058750041E-2	-4.525400162E0	4.525501190E0
4.680182615E0	2.832499892E-2	-1.553750038E-2	-4.515637398E0	4.515752964E0
4.682327892E0	2.956249937E-2	-1.677500084E-2	-4.503537655E0	4.503665924E0
4.684475505E0	2.708750032E-2	-2.034999989E-2	-4.488824844E0	4.488952700E0
4.686621046E0	2.832499892E-2	-2.282499894E-2	-4.479062557E0	4.479210274E0
4.688768505E0	2.956249937E-2	-2.777500078E-2	-4.468062401E0	4.468246525E0
4.690913969E0	2.956249937E-2	-2.777500078E-2	-4.454587460E0	4.454772141E0
4.693061673E0	3.189999983E-2	-2.777500078E-2	-4.442349911E0	4.442551270E0
4.695206983E0	3.437500075E-2	-2.529999986E-2	-4.431349754E0	4.431555300E0
4.697354596E0	3.932499886E-2	-2.034999989E-2	-4.420350075E0	4.420571836E0
4.699500137E0	4.289999977E-2	-1.058750041E-2	-4.407012463E0	4.407233980E0
4.701647596E0	4.413750023E-2	-2.062499989E-3	-4.394774914E0	4.394997033E0
4.703793007E0	4.537500069E-2	-8.249999955E-4	-4.382537365E0	4.382772333E0
4.705940697E0	5.032499880E-2	-2.062499989E-3	-4.370299816E0	4.370590045E0
4.708086007E0	5.266249925E-2	-3.299999982E-3	-4.358062267E0	4.358381690E0
4.710233620E0	5.389999971E-2	-5.774999969E-3	-4.343487263E0	4.343825522E0
4.712379161E0	5.761250108E-2	-1.058750041E-2	-4.332487583E0	4.332883561E0
4.714526644E0	6.008749828E-2	-1.677500084E-2	-4.320250034E0	4.320700437E0
4.716672108E0	6.366249919E-2	-1.677500084E-2	-4.309249878E0	4.309752757E0
4.718819798E0	6.861250103E-2	-2.034999989E-2	-4.293300152E0	4.293896598E0
4.720965108E0	7.108750194E-2	-2.158750035E-2	-4.281062603E0	4.281707190E0
4.723112721E0	6.984999776E-2	-2.653750032E-2	-4.267724991E0	4.268379067E0
4.725258262E0	7.108750194E-2	-2.777500078E-2	-4.256724834E0	4.257408977E0
4.727405721E0	7.590000331E-2	-2.406249940E-2	-4.245725155E0	4.246471701E0
4.729551185E0	7.356250286E-2	-2.282499894E-2	-4.233487606E0	4.234188202E0
4.731698875E0	7.232499868E-2	-1.677500084E-2	-4.220012665E0	4.220665729E0
4.733844185E0	6.984999776E-2	-1.058750041E-2	-4.206537247E0	4.207130462E0
4.735991851E0	7.232499868E-2	-1.429999992E-2	-4.193200111E0	4.193848182E0
4.738137161E0	6.984999776E-2	-1.553750038E-2	-4.180962563E0	4.181574869E0
4.740284851E0	7.232499868E-2	-2.034999989E-2	-4.168725014E0	4.169402028E0
4.742430315E0	7.232499868E-2	-2.529999986E-2	-4.156487465E0	4.157193650E0
4.744578005E0	6.861250103E-2	-2.653750032E-2	-4.146725178E0	4.147377679E0
4.746723311E0	6.737499684E-2	-2.034999989E-2	-4.133249760E0	4.133848944E0
4.748870924E0	6.984999776E-2	-1.429999992E-2	-4.122250080E0	4.122866628E0
4.751016234E0	6.984999776E-2	-8.249999955E-4	-4.108912468E0	4.109506220E0
4.753163924E0	6.737499684E-2	1.649999991E-3	-4.097912312E0	4.098466472E0
4.755309388E0	6.861250103E-2	-2.062499989E-3	-4.086912632E0	4.087489057E0
4.757457058E0	6.861250103E-2	-8.249999955E-3	-4.074675083E0	4.075261068E0
4.759602368E0	6.737499684E-2	-1.553750038E-2	-4.063674927E0	4.064263121E0
4.761749981E0	6.861250103E-2	-2.034999989E-2	-4.055150032E0	4.055781501E0
4.763895291E0	6.737499684E-2	-2.282499894E-2	-4.044149876E0	4.044775468E0
4.766042981E0	6.613750011E-2	-2.158750035E-2	-4.031912327E0	4.032512517E0
4.768188460E0	6.008749828E-2	-2.034999989E-2	-4.018437386E0	4.018938125E0
4.770336150E0	5.637500063E-2	-2.406249940E-2	-4.006199837E0	4.006668726E0
4.772481460E0	5.513750017E-2	-2.406249940E-2	-3.993962526E0	3.994415578E0
4.774629073E0	5.156249925E-2	-3.011249937E-2	-3.984200001E0	3.984647425E0
4.776774383E0	5.156249925E-2	-3.258749843E-2	-3.974437475E0	3.974905518E0
4.778922092E0	4.908749834E-2	-3.011249937E-2	-3.962199926E0	3.962618402E0
4.781067556E0	4.537500069E-2	-2.653750032E-2	-3.951200008E0	3.951549650E0
4.783215246E0	4.179999977E-2	-1.677500084E-2	-3.937862396E0	3.938119969E0
4.785360556E0	3.808749840E-2	-9.349999949E-3	-3.925625086E0	3.925820984E0
4.787508169E0	3.684999794E-2	-5.774999969E-3	-3.914624929E0	3.914802627E0
4.789653723E0	3.932499886E-2	-4.537499975E-3	-3.903625011E0	3.903825723E0
4.791801183E0	3.561250120E-2	-8.249999955E-4	-3.892625093E0	3.892788082E0
4.793946647E0	3.313750029E-2	1.649999991E-3	-3.879149914E0	3.879291800E0
4.796094337E0	3.079999983E-2	-7.012499962E-3	-3.866912365E0	3.867041382E0
4.798239647E0	3.079999983E-2	-9.349999949E-3	-3.857150078E0	3.857284380E0
4.800387250E0	2.956249937E-2	-1.182499994E-2	-3.846149921E0	3.846281710E0
4.802532790E0	3.079999983E-2	-1.429999992E-2	-3.835150003E0	3.835300337E0
4.804680250E0	2.956249937E-2	-1.429999992E-2	-3.823050022E0	3.823191063E0
4.806825714E0	2.956249937E-2	-1.677500084E-2	-3.813149929E0	3.813301420E0
4.808973404E0	2.832499892E-2	-1.677500084E-2	-3.801049948E0	3.801192499E0
4.811118723E0	2.832499892E-2	-1.677500084E-2	-3.788812399E0	3.788955410E0
4.813266336E0	2.584999986E-2	-1.429999992E-2	-3.777812481E0	3.777927984E0
4.815411876E0	2.832499892E-2	-7.012499962E-3	-3.764337540E0	3.764450636E0
4.817559336E0	2.832499892E-2	-9.349999949E-3	-3.752099991E0	3.752218553E0
4.819704799E0	2.708750032E-2	-1.182499994E-2	-3.741100073E0	3.741216823E0
4.821852250E0	3.079999983E-2	-1.677500084E-2	-3.731337547E0	3.731502369E0
4.823997790E0	3.561250120E-2	-2.158750035E-2	-3.719099998E0	3.719333148E0
4.826145404E0	3.932499886E-2	-2.034999989E-2	-3.706862450E0	3.707126893E0
4.828290944E0	3.932499886E-2	-1.801249944E-2	-3.693525076E0	3.693778336E0
4.830438327E0	4.056249931E-2	-1.553750038E-2	-3.681287527E0	3.681543778E0
4.832583934E0	4.537500069E-2	-1.677500084E-2	-3.667812586E0	3.668131603E0
4.834731394E0	4.784999788E-2	-1.677500084E-2	-3.656812429E0	3.657163951E0
4.836876934E0	4.908749834E-2	-1.429999992E-2	-3.645812511E0	3.646170997E0
4.839024548E0	5.266249925E-2	-1.429999992E-2	-3.632337570E0	3.632747452E0
4.841169858E0	5.389999971E-2	-1.182499994E-2	-3.622575045E0	3.622995307E0
4.843317514E0	5.761250108E-2	-1.058750041E-2	-3.610337496E0	3.610812669E0
4.845462977E0	6.008749828E-2	-9.349999949E-3	-3.598237514E0	3.598751331E0
4.847610437E0	6.008749828E-2	-1.553750038E-2	-3.587237597E0	3.587774449E0
4.849755977E0	6.008749828E-2	-1.801249944E-2	-3.577475071E0	3.578024992E0
4.851903591E0	6.008749828E-2	-2.034999989E-2	-3.566474915E0	3.567039101E0
4.854049150E0	6.008749828E-2	-2.529999986E-2	-3.555474997E0	3.556072700E0
4.856196610E0	6.008749828E-2	-2.406249940E-2	-3.545712471E0	3.546303207E0
4.858342073E0	6.132499874E-2	-1.911249943E-2	-3.532237530E0	3.532821537E0
4.860489533E0	5.761250108E-2	-1.677500084E-2	-3.521237373E0	3.521748606E0
4.862635073E0	5.761250108E-2	-1.182499994E-2	-3.510237455E0	3.510730127E0
4.864782659E0	5.761250108E-2	-8.249999955E-3	-3.500474930E0	3.500958725E0
4.866928199E0	5.637500063E-2	-8.249999955E-3	-3.490712404E0	3.491177350E0
4.869075659E0	5.637500063E-2	-5.774999969E-3	-3.480949879E0	3.481411143E0
4.871221122E0	5.389999971E-2	-7.012499962E-3	-3.469949961E0	3.470375645E0
4.873368582E0	5.389999971E-2	-9.349999949E-3	-3.457712412E0	3.458145132E0
4.875514131E0	5.266249925E-2	-1.429999992E-2	-3.447949886E0	3.448381685E0
4.877661745E0	5.266249925E-2	-1.801249944E-2	-3.438187599E0	3.438638067E0
4.879807285E0	5.266249925E-2	-1.911249943E-2	-3.427187443E0	3.427645313E0
4.881954745E0	5.389999971E-2	-2.034999989E-2	-3.418662548E0	3.419147986E0
4.884100208E0	5.389999971E-2	-2.034999989E-2	-3.407662392E0	3.408149396E0
4.886247644E0	4.908749834E-2	-2.158750035E-2	-3.398999929E0	3.399422910E0
4.888393107E0	4.784999788E-2	-1.801249944E-2	-3.390475035E0	3.390860515E0
4.890540798E0	4.179999977E-2	-1.677500084E-2	-3.380712509E0	3.381012527E0
4.892686338E0	3.932499886E-2	-1.677500084E-2	-3.372187376E0	3.372458385E0
4.894833798E0	3.684999794E-2	-1.429999992E-2	-3.363662481E0	3.363894722E0
4.896979266E0	3.313750029E-2	-1.553750038E-2	-3.353899956E0	3.354099644E0
4.899126726E0	3.313750029E-2	-1.429999992E-2	-3.345237494E0	3.345432180E0
4.901272266E0	3.079999983E-2	-1.182499994E-2	-3.336712599E0	3.336875700E0
4.903419880E0	2.708750032E-2	-1.182499994E-2	-3.326950073E0	3.327081357E0
4.905565420E0	2.832499892E-2	-1.306249946E-2	-3.317187548E0	3.317334195E0
4.907712866E0	2.584999986E-2	-1.182499994E-2	-3.309900045E0	3.310022109E0
4.909858329E0	2.213750035E-2	-1.182499994E-2	-3.297662497E0	3.297758002E0
4.912005789E0	2.213750035E-2	-9.349999949E-3	-3.287899971E0	3.287987791E0
4.914151329E0	2.337500080E-2	-8.249999955E-3	-3.279375076E0	3.279468759E0
4.916298943E0	2.213750035E-2	-8.249999955E-3	-3.269612551E0	3.269697901E0
4.918444521E0	2.089999989E-2	-9.349999949E-3	-3.260950089E0	3.261030468E0
4.920591904E0	2.089999989E-2	-8.249999955E-3	-3.252424955E0	3.252502569E0
4.922737444E0	2.089999989E-2	-7.012499962E-3	-3.242662430E0	3.242737365E0
4.924884904E0	2.461249940E-2	-4.537499975E-3	-3.231662512E0	3.231759421E0
4.927030367E0	2.461249940E-2	-7.012499962E-3	-3.221899986E0	3.222001625E0
4.929178053E0	2.584999986E-2	-5.774999969E-3	-3.210900068E0	3.211009315E0
4.931323362E0	2.832499892E-2	-1.058750041E-2	-3.202374935E0	3.202517701E0
4.933470976E0	2.832499892E-2	-1.182499994E-2	-3.191375017E0	3.191522620E0
4.935616516E0	2.956249937E-2	-1.182499994E-2	-3.181612492E0	3.181771805E0
4.937763976E0	2.832499892E-2	-1.058750041E-2	-3.173087597E0	3.173231681E0
4.939909410E0	3.189999983E-2	-1.182499994E-2	-3.162087440E0	3.162270454E0
4.942057100E0	3.189999983E-2	-1.306249946E-2	-3.151087523E0	3.151276061E0
4.944202410E0	3.079999983E-2	-1.553750038E-2	-3.140087366E0	3.140276854E0
4.946350024E0	3.189999983E-2	-2.034999989E-2	-3.129087448E0	3.129316218E0
4.948495564E0	3.189999983E-2	-1.801249944E-2	-3.118087530E0	3.118302728E0
4.950643005E0	3.313750029E-2	-1.553750038E-2	-3.108325005E0	3.108540468E0
4.952788468E0	3.808749840E-2	-1.058750041E-2	-3.098562479E0	3.098814643E0
4.954936158E0	3.808749840E-2	-8.249999955E-3	-3.089900017E0	3.090145763E0
4.957081699E0	3.808749840E-2	-3.299999982E-3	-3.080137491E0	3.080374736E0
4.959229158E0	3.932499886E-2	4.124999978E-4	-3.070374966E0	3.070626818E0
4.961374622E0	4.056249931E-2	4.124999978E-4	-3.059375048E0	3.059643961E0
4.963522082E0	4.413750023E-2	-5.774999969E-3	-3.049612522E0	3.049937377E0
4.965667545E0	4.537500069E-2	-1.306249946E-2	-3.037374973E0	3.037741965E0
4.967815235E0	4.413750023E-2	-2.158750035E-2	-3.030087471E0	3.030485806E0
4.969960776E0	4.661250114E-2	-2.901249938E-2	-3.019087553E0	3.019586744E0
4.972108245E0	4.784999788E-2	-3.011249937E-2	-3.009325027E0	3.009856061E0
4.974253709E0	4.784999788E-2	-3.135000169E-2	-2.997087479E0	2.997633366E0
4.976401168E0	4.784999788E-2	-2.282499894E-2	-2.987324953E0	2.987795337E0
4.978546632E0	4.908749834E-2	-1.306249946E-2	-2.978800058E0	2.979233123E0
4.980694322E0	4.908749834E-2	-8.249999955E-4	-2.969037533E0	2.969443405E0
4.982839858E0	4.537500069E-2	5.224999972E-3	-2.959275007E0	2.959627470E0
4.984987317E0	4.413750023E-2	8.937500417E-3	-2.949512482E0	2.949856247E0
4.987132781E0	4.537500069E-2	7.699999958E-3	-2.939749956E0	2.940110200E0
4.989280240E0	4.537500069E-2	1.649999991E-3	-2.929850101E0	2.930201909E0
4.991425704E0	4.413750023E-2	-1.058750041E-2	-2.921324968E0	2.921677563E0
4.993573399E0	4.289999977E-2	-2.158750035E-2	-2.914037466E0	2.914433184E0
4.995718940E0	4.413750023E-2	-2.529999986E-2	-2.903037548E0	2.903483290E0
4.997866399E0	4.537500069E-2	-2.158750035E-2	-2.890799999E0	2.891236681E0
5.000011863E0	4.179999977E-2	-2.158750035E-2	-2.881037474E0	2.881421556E0
5.002159322E0	3.932499886E-2	-1.801249944E-2	-2.871274948E0	2.871600727E0
5.004304748E0	4.056249931E-2	-1.058750041E-2	-2.862750053E0	2.863056982E0
5.006452438E0	3.684999794E-2	-8.249999955E-3	-2.851749897E0	2.851999905E0
5.008597979E0	3.808749840E-2	-2.062499989E-3	-2.841987371E0	2.842243327E0
5.010745438E0	3.684999794E-2	4.124999978E-4	-2.834562540E0	2.834802089E0
5.012890902E0	3.313750029E-2	-3.299999982E-3	-2.823562384E0	2.823758757E0
5.015038356E0	3.313750029E-2	-7.012499962E-3	-2.812562466E0	2.812766413E0
5.017183897E0	3.079999983E-2	-8.249999955E-3	-2.802799940E0	2.802981307E0
5.019331510E0	2.956249937E-2	-1.429999992E-2	-2.791800022E0	2.791993158E0
5.021476820E0	3.079999983E-2	-1.801249944E-2	-2.782037497E0	2.782266293E0
5.023624510E0	3.313750029E-2	-1.677500084E-2	-2.772274971E0	2.772523762E0
5.025769969E0	3.437500075E-2	-1.429999992E-2	-2.760037422E0	2.760288518E0
5.027917428E0	3.313750029E-2	-1.306249946E-2	-2.747937441E0	2.748168281E0
5.030062892E0	3.437500075E-2	-1.182499994E-2	-2.739274979E0	2.739516176E0
5.032210582E0	3.189999983E-2	-1.058750041E-2	-2.730750084E0	2.730956925E0
5.034355892E0	3.313750029E-2	-7.012499962E-3	-2.720987558E0	2.721198369E0
5.036503558E0	3.313750029E-2	-5.774999969E-3	-2.709987402E0	2.710196148E0
5.038649099E0	3.189999983E-2	-5.774999969E-3	-2.700224876E0	2.700419476E0
5.040796558E0	3.079999983E-2	-8.249999955E-3	-2.689224958E0	2.689413984E0
5.042942022E0	3.079999983E-2	-9.349999949E-3	-2.676987410E0	2.677180915E0
5.045089712E0	2.956249937E-2	-1.306249946E-2	-2.665987492E0	2.666183391E0
5.047235007E0	2.708750032E-2	-1.553750038E-2	-2.656224966E0	2.656408518E0
5.049382620E0	2.708750032E-2	-1.677500084E-2	-2.647700071E0	2.647891765E0
5.051528161E0	2.832499892E-2	-1.429999992E-2	-2.636699915E0	2.636890828E0
5.053675620E0	2.584999986E-2	-1.306249946E-2	-2.628175020E0	2.628334604E0
5.055821084E0	2.832499892E-2	-9.349999949E-3	-2.618412495E0	2.618582388E0
5.057968582E0	2.832499892E-2	-7.012499962E-3	-2.609887600E0	2.610050721E0
5.060114123E0	2.584999986E-2	-3.299999982E-3	-2.599987507E0	2.600118103E0
5.062261736E0	2.708750032E-2	-2.062499989E-3	-2.591462374E0	2.591604758E0
5.064407277E0	2.708750032E-2	-4.537499975E-3	-2.584174871E0	2.584320818E0
5.066554736E0	2.708750032E-2	-7.012499962E-3	-2.571937561E0	2.572089758E0
5.068700200E0	2.832499892E-2	-1.677500084E-2	-2.562175035E0	2.562386508E0
5.070847890E0	2.832499892E-2	-2.158750035E-2	-2.551174879E0	2.551423444E0
5.072993200E0	2.832499892E-2	-2.282499894E-2	-2.542649984E0	2.542910189E0
5.075140890E0	2.708750032E-2	-2.282499894E-2	-2.532887459E0	2.533135131E0
5.077286354E0	2.956249937E-2	-1.801249944E-2	-2.523124933E0	2.523362404E0
5.079433774E0	2.832499892E-2	-1.306249946E-2	-2.515700102E0	2.515893467E0
5.081579238E0	2.832499892E-2	-7.012499962E-3	-2.505937576E0	2.506107463E0
5.083726928E0	3.079999983E-2	-3.299999982E-3	-2.494937420E0	2.495129708E0
5.085872238E0	3.079999983E-2	4.124999978E-4	-2.487649918E0	2.487840614E0
5.088019928E0	3.313750029E-2	4.124999978E-4	-2.476650000E0	2.476871713E0
5.090165354E0	3.313750029E-2	4.124999978E-4	-2.469362497E0	2.469584865E0
5.092312813E0	3.561250120E-2	-2.062499989E-3	-2.459599972E0	2.459858639E0
5.094458277E0	3.437500075E-2	-5.774999969E-3	-2.448600054E0	2.448848140E0
5.096605967E0	3.932499886E-2	-4.537499975E-3	-2.439937592E0	2.440258694E0
5.098751507E0	3.932499886E-2	-2.062499989E-3	-2.429075003E0	2.429394179E0
5.100898952E0	4.056249931E-2	-8.249999955E-4	-2.420412540E0	2.420752541E0
5.103044415E0	4.056249931E-2	-2.062499989E-3	-2.410650015E0	2.410992133E0
5.105191875E0	4.537500069E-2	-9.349999949E-3	-2.400887489E0	2.401334431E0
5.107337339E0	4.413750023E-2	-1.553750038E-2	-2.392362595E0	2.392820160E0
5.109485029E0	4.413750023E-2	-1.924999990E-2	-2.382600069E0	2.383086606E0
5.111630603E0	4.661250114E-2	-2.282499894E-2	-2.372837543E0	2.373405088E0
5.113778063E0	4.661250114E-2	-2.158750035E-2	-2.365412474E0	2.365970185E0
5.115923526E0	4.413750023E-2	-1.924999990E-2	-2.356887579E0	2.357379422E0
5.118070986E0	4.413750023E-2	-1.306249946E-2	-2.348362446E0	2.348813514E0
5.120216450E0	4.413750023E-2	-8.249999955E-3	-2.338599920E0	2.339030946E0
5.122363947E0	4.289999977E-2	-5.774999969E-3	-2.330075026E0	2.330477072E0
5.124509488E0	3.932499886E-2	-1.058750041E-2	-2.322787523E0	2.323144513E0
5.126657101E0	3.932499886E-2	-8.249999955E-3	-2.315362453E0	2.315711081E0
5.128802641E0	3.932499886E-2	-9.349999949E-3	-2.305599928E0	2.305954229E0
5.130950101E0	3.437500075E-2	-1.306249946E-2	-2.298312426E0	2.298606594E0
5.133095564E0	3.189999983E-2	-1.429999992E-2	-2.290887594E0	2.291154309E0
5.135243024E0	3.079999983E-2	-1.677500084E-2	-2.282362461E0	2.282631912E0
5.137388564E0	2.832499892E-2	-1.677500084E-2	-2.273837566E0	2.274075853E0
5.139536178E0	2.584999986E-2	-2.034999989E-2	-2.265312433E0	2.265551316E0
5.141681718E0	2.213750035E-2	-1.801249944E-2	-2.258024931E0	2.258205285E0
5.143829139E0	2.089999989E-2	-1.182499994E-2	-2.249362469E0	2.249490644E0
5.145974602E0	1.856249943E-2	-8.249999955E-3	-2.240837574E0	2.240929642E0
5.148122062E0	1.732499897E-2	-3.299999982E-3	-2.233550072E0	2.233619701E0
5.150267602E0	1.608750038E-2	4.124999978E-4	-2.225024939E0	2.225083134E0
5.152415216E0	1.608750038E-2	2.749999985E-3	-2.215262413E0	2.215322534E0
5.154560756E0	1.484999992E-2	3.987499978E-3	-2.207837582E0	2.207891123E0
5.156708216E0	1.361249946E-2	1.512499992E-3	-2.199312449E0	2.199355095E0
5.158853679E0	1.484999992E-2	-8.249999955E-4	-2.190787554E0	2.190838038E0
5.161001139E0	1.484999992E-2	-3.299999982E-3	-2.183500051E0	2.183553042E0
5.163146679E0	1.484999992E-2	-5.774999969E-3	-2.173737526E0	2.173795921E0
5.165294317E0	1.608750038E-2	-3.299999982E-3	-2.165075064E0	2.165137346E0
5.167439857E0	1.732499897E-2	-5.774999969E-3	-2.155312538E0	2.155389905E0
5.169587317E0	1.608750038E-2	-9.349999949E-3	-2.146787405E0	2.146868043E0
5.171732780E0	1.979999989E-2	-9.349999949E-3	-2.137024879E0	2.137137056E0
5.173880240E0	1.979999989E-2	-5.774999969E-3	-2.128499985E0	2.128599910E0
5.176025780E0	1.979999989E-2	-7.012499962E-3	-2.118737459E0	2.118841579E0
5.178173394E0	2.213750035E-2	-5.774999969E-3	-2.111312389E0	2.111436342E0
5.180318934E0	2.461249940E-2	-5.774999969E-3	-2.101550102E0	2.101702157E0
5.182466394E0	2.337500080E-2	-5.774999969E-3	-2.094262600E0	2.094401007E0
5.184611857E0	2.461249940E-2	-2.062499989E-3	-2.085737467E0	2.085883700E0
5.186759317E0	2.708750032E-2	-2.062499989E-3	-2.077212572E0	2.077390203E0
5.188904857E0	2.956249937E-2	-2.062499989E-3	-2.068549871E0	2.068762134E0
5.191052471E0	2.956249937E-2	-5.774999969E-3	-2.058787584E0	2.059007919E0
5.193198011E0	3.079999983E-2	-1.058750041E-2	-2.050262451E0	2.050521118E0
5.195345471E0	3.189999983E-2	-1.429999992E-2	-2.040499926E0	2.040799365E0
5.197490939E0	3.313750029E-2	-1.924999990E-2	-2.031975031E0	2.032336385E0
5.199638630E0	3.313750029E-2	-2.158750035E-2	-2.023449898E0	2.023836358E0
5.201783939E0	3.684999794E-2	-2.034999989E-2	-2.013687372E0	2.014127324E0
5.203931630E0	3.561250120E-2	-1.801249944E-2	-2.006262541E0	2.006659434E0
5.206077093E0	3.437500075E-2	-1.182499994E-2	-1.997737527E0	1.998068241E0
5.208224562E0	3.437500075E-2	-8.249999955E-3	-1.987975001E0	1.988289292E0
5.210370025E0	3.684999794E-2	-4.537499975E-3	-1.981925011E0	1.982272751E0
5.212517715E0	3.437500075E-2	-2.062499989E-3	-1.975737453E0	1.976037544E0
5.214663025E0	3.561250120E-2	-8.249999955E-4	-1.965975046E0	1.966297743E0
5.216810639E0	3.561250120E-2	-3.299999982E-3	-1.957450032E0	1.957776741E0
5.218956184E0	3.437500075E-2	-9.349999949E-3	-1.950162530E0	1.950487877E0
5.221103644E0	3.437500075E-2	-1.429999992E-2	-1.940262437E0	1.940619606E0
5.223249107E0	3.189999983E-2	-1.801249944E-2	-1.932974935E0	1.933322052E0
5.225396567E0	3.189999983E-2	-1.924999990E-2	-1.923212528E0	1.923573394E0
5.227542107E0	3.079999983E-2	-1.924999990E-2	-1.915925026E0	1.916269268E0
5.229689683E0	2.956249937E-2	-1.801249944E-2	-1.907400012E0	1.907714129E0
5.231835223E0	2.708750032E-2	-1.429999992E-2	-1.899974942E0	1.900221830E0
5.233982683E0	2.832499892E-2	-7.012499962E-3	-1.892687440E0	1.892912366E0
5.236128146E0	2.708750032E-2	-2.062499989E-3	-1.885399938E0	1.885595638E0
5.238275606E0	2.584999986E-2	2.749999985E-3	-1.875637531E0	1.875817671E0
5.240421141E0	2.584999986E-2	5.224999972E-3	-1.866974950E0	1.867161211E0
5.242568754E0	2.584999986E-2	5.224999972E-3	-1.859687448E0	1.859874438E0
5.244714295E0	2.337500080E-2	4.124999978E-4	-1.852399945E0	1.852547467E0
5.246861754E0	2.089999989E-2	-5.774999969E-3	-1.842637539E0	1.842765113E0
5.249007218E0	2.089999989E-2	-9.349999949E-3	-1.835212469E0	1.835355290E0
5.251154663E0	1.856249943E-2	-1.429999992E-2	-1.826687455E0	1.826837736E0
5.253300203E0	1.856249943E-2	-1.677500084E-2	-1.818162441E0	1.818334576E0
5.255447816E0	1.732499897E-2	-1.553750038E-2	-1.808400035E0	1.808549766E0
5.257593357E0	1.732499897E-2	-1.677500084E-2	-1.801112533E0	1.801273969E0
5.259740816E0	1.237499993E-2	-1.058750041E-2	-1.791212440E0	1.791286476E0
5.261886299E0	1.484999992E-2	-4.537499975E-3	-1.782687545E0	1.782755169E0
5.264033759E0	1.361249946E-2	-2.062499989E-3	-1.774162531E0	1.774215951E0
5.266179299E0	1.237499993E-2	4.124999978E-4	-1.765637517E0	1.765680932E0
5.268326912E0	1.237499993E-2	-2.062499989E-3	-1.755874991E0	1.755919810E0
5.270472453E0	1.113750041E-2	-2.062499989E-3	-1.747349977E0	1.747386689E0
5.272619951E0	1.113750041E-2	-5.774999969E-3	-1.739925027E0	1.739970257E0
5.274765415E0	8.799999952E-3	-8.249999955E-3	-1.731400013E0	1.731442031E0
